Name,x,y,z,mean_kh,logsdkh,kvmul,porosity,sd_kvmul,sd_porosity,major,transverse,avert,bearing,dip,rake,type_index,type,layer,ahmax_e,ahmax_n,hmax_e,hmax_n
200_170,1678358.563,5408696.633,150.4999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_198,1678358.563,5408696.633,183.4999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_3,1678696.282,5406784.756,16.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,5,2988.584094,261.4672282,0.996194698,0.087155743
200_24,1678696.282,5406784.756,25.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,6,2988.584094,261.4672282,0.996194698,0.087155743
200_45,1678696.282,5406784.756,35.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,7,2988.584094,261.4672282,0.996194698,0.087155743
200_66,1678696.282,5406784.756,50.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,8,2988.584094,261.4672282,0.996194698,0.087155743
200_93,1678696.282,5406784.756,70.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,9,2988.584094,261.4672282,0.996194698,0.087155743
200_119,1678696.282,5406784.756,90.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,10,2988.584094,261.4672282,0.996194698,0.087155743
200_162,1678696.282,5406784.756,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,11,2988.584094,261.4672282,0.996194698,0.087155743
200_186,1678696.282,5406784.756,150.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,12,2988.584094,261.4672282,0.996194698,0.087155743
200_212,1678696.282,5406784.756,183.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,200,wairau_gravels,13,2988.584094,261.4672282,0.996194698,0.087155743
200_19,1678773.304,5402950.72,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,13,0,0,200,wairau_gravels,5,674.853163,2923.110194,0.224951054,0.974370065
200_40,1678773.304,5402950.72,26,10,1,0.9,0.001,0.3,0.5,3000,900,3,13,0,0,200,wairau_gravels,6,674.853163,2923.110194,0.224951054,0.974370065
200_63,1678773.304,5402950.72,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,13,0,0,200,wairau_gravels,7,674.853163,2923.110194,0.224951054,0.974370065
200_89,1678773.304,5402950.72,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,8,2992.692151,209.2694212,0.99756405,0.069756474
200_115,1678773.304,5402950.72,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,9,2992.692151,209.2694212,0.99756405,0.069756474
200_141,1678773.304,5402950.72,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,10,2992.692151,209.2694212,0.99756405,0.069756474
200_165,1678773.304,5402950.72,117.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,11,2992.692151,209.2694212,0.99756405,0.069756474
200_189,1678773.304,5402950.72,150.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,12,2992.692151,209.2694212,0.99756405,0.069756474
200_215,1678773.304,5402950.72,183.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,13,2992.692151,209.2694212,0.99756405,0.069756474
300_7,1678983.756,5412265.874,17.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,5,2988.584094,261.4672282,0.996194698,0.087155743
300_17,1678983.756,5412265.874,26.00000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,6,2988.584094,261.4672282,0.996194698,0.087155743
300_24,1678983.756,5412265.874,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_38,1678983.756,5412265.874,50.99999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_61,1678983.756,5412265.874,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_88,1678983.756,5412265.874,91.00000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_99,1678983.756,5412265.874,117.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_115,1678983.756,5412265.874,150.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_133,1678983.756,5412265.874,183.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
200_23,1679114.985,5410451.531,17.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,5,2954.423259,520.944533,0.984807753,0.173648178
200_44,1679114.985,5410451.531,26.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,6,2954.423259,520.944533,0.984807753,0.173648178
200_65,1679114.985,5410451.531,36.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,7,2954.423259,520.944533,0.984807753,0.173648178
200_91,1679114.985,5410451.531,51.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,8,2954.423259,520.944533,0.984807753,0.173648178
200_117,1679114.985,5410451.531,71.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,9,2954.423259,520.944533,0.984807753,0.173648178
200_143,1679114.985,5410451.531,91.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,10,2954.423259,520.944533,0.984807753,0.173648178
200_146,1679114.985,5410451.531,117.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,11,2954.423259,520.944533,0.984807753,0.173648178
200_172,1679114.985,5410451.531,150.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,12,2954.423259,520.944533,0.984807753,0.173648178
200_200,1679114.985,5410451.531,183.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,200,wairau_gravels,13,2954.423259,520.944533,0.984807753,0.173648178
200_69,1680281.491,5401861.768,50.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,8,2992.692151,209.2694212,0.99756405,0.069756474
200_95,1680281.491,5401861.768,70.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,9,2992.692151,209.2694212,0.99756405,0.069756474
200_121,1680281.491,5401861.768,90.99999997,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,10,2992.692151,209.2694212,0.99756405,0.069756474
200_163,1680281.491,5401861.768,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,11,2992.692151,209.2694212,0.99756405,0.069756474
200_187,1680281.491,5401861.768,150.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,12,2992.692151,209.2694212,0.99756405,0.069756474
200_213,1680281.491,5401861.768,183.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,86,0,0,200,wairau_gravels,13,2992.692151,209.2694212,0.99756405,0.069756474
300_33,1680464.532,5405125.322,36.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_51,1680464.532,5405125.322,51.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_69,1680464.532,5405125.322,71.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_86,1680464.532,5405125.322,91.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_101,1680464.532,5405125.322,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_119,1680464.532,5405125.322,150.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_138,1680464.532,5405125.322,183.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_29,1681395.076,5411367.899,36.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_47,1681395.076,5411367.899,51.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_65,1681395.076,5411367.899,71.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_84,1681395.076,5411367.899,91.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_103,1681395.076,5411367.899,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_121,1681395.076,5411367.899,150.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_139,1681395.076,5411367.899,183.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_28,1681409.466,5414023.385,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,90,0,0,300,buried_canyons,7,3000,1.84E-13,1,6.12E-17
300_46,1681409.466,5414023.385,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,90,0,0,300,buried_canyons,8,3000,1.84E-13,1,6.12E-17
300_62,1681409.466,5414023.385,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,90,0,0,300,buried_canyons,9,3000,1.84E-13,1,6.12E-17
300_81,1681409.466,5414023.385,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,90,0,0,300,buried_canyons,10,3000,1.84E-13,1,6.12E-17
300_102,1681409.466,5414023.385,117.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,90,0,0,300,buried_canyons,11,3000,1.84E-13,1,6.12E-17
300_120,1681409.466,5414023.385,150.5,10,1,0.9,0.001,0.3,0.5,3000,900,3,90,0,0,300,buried_canyons,12,3000,1.84E-13,1,6.12E-17
300_134,1681409.466,5414023.385,183.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,90,0,0,300,buried_canyons,13,3000,1.84E-13,1,6.12E-17
300_30,1682141.885,5408148.837,36.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_48,1682141.885,5408148.837,51.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_66,1682141.885,5408148.837,71.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_75,1682141.885,5408148.837,90.99999981,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_93,1682141.885,5408148.837,117.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_112,1682141.885,5408148.837,150.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_130,1682141.885,5408148.837,183.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_25,1682473.963,5405936.572,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_44,1682473.963,5405936.572,51,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_63,1682473.963,5405936.572,71,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_82,1682473.963,5405936.572,91,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_107,1682473.963,5405936.572,117.5000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_126,1682473.963,5405936.572,150.5000004,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_144,1682473.963,5405936.572,183.5000004,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_0,1682569.271,5403674.589,10.00000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,4,2988.584094,261.4672282,0.996194698,0.087155743
300_6,1682569.271,5403674.589,17.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,5,2988.584094,261.4672282,0.996194698,0.087155743
300_13,1682569.271,5403674.589,26.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,6,2988.584094,261.4672282,0.996194698,0.087155743
300_32,1682569.271,5403674.589,36.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_50,1682569.271,5403674.589,51.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_67,1682569.271,5403674.589,71.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_85,1682569.271,5403674.589,91.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_95,1682569.271,5403674.589,117.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_113,1682569.271,5403674.589,150.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_131,1682569.271,5403674.589,183.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_4,1682730.926,5412470.113,16.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,5,1846.984426,-2364.032261,0.615661475,-0.788010754
300_12,1682730.926,5412470.113,25.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,6,1846.984426,-2364.032261,0.615661475,-0.788010754
300_21,1682730.926,5412470.113,35.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,7,1846.984426,-2364.032261,0.615661475,-0.788010754
300_41,1682730.926,5412470.113,50.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,8,1846.984426,-2364.032261,0.615661475,-0.788010754
300_58,1682730.926,5412470.113,70.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,9,1846.984426,-2364.032261,0.615661475,-0.788010754
300_79,1682730.926,5412470.113,90.99999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,10,1846.984426,-2364.032261,0.615661475,-0.788010754
300_106,1682730.926,5412470.113,117.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,11,1846.984426,-2364.032261,0.615661475,-0.788010754
300_124,1682730.926,5412470.113,150.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,12,1846.984426,-2364.032261,0.615661475,-0.788010754
300_142,1682730.926,5412470.113,183.5000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,13,1846.984426,-2364.032261,0.615661475,-0.788010754
300_22,1684273.068,5410294.051,35.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_42,1684273.068,5410294.051,50.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_60,1684273.068,5410294.051,70.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_80,1684273.068,5410294.051,90.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_94,1684273.068,5410294.051,117.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_111,1684273.068,5410294.051,150.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_129,1684273.068,5410294.051,183.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_23,1684409.377,5406785.643,35.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_43,1684409.377,5406785.643,50.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_59,1684409.377,5406785.643,70.99999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_76,1684409.377,5406785.643,90.99999994,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_98,1684409.377,5406785.643,117.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_117,1684409.377,5406785.643,150.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_136,1684409.377,5406785.643,183.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_20,1684939.27,5404843.704,35.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_40,1684939.27,5404843.704,50.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_57,1684939.27,5404843.704,70.99999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_74,1684939.27,5404843.704,90.99999976,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_92,1684939.27,5404843.704,117.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_110,1684939.27,5404843.704,150.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_128,1684939.27,5404843.704,183.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_1,1685170.795,5413966.568,10.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,4,1846.984426,-2364.032261,0.615661475,-0.788010754
300_10,1685170.795,5413966.568,17.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,5,1846.984426,-2364.032261,0.615661475,-0.788010754
300_15,1685170.795,5413966.568,26.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,6,1846.984426,-2364.032261,0.615661475,-0.788010754
300_34,1685170.795,5413966.568,36.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,7,1846.984426,-2364.032261,0.615661475,-0.788010754
300_52,1685170.795,5413966.568,51.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,8,1846.984426,-2364.032261,0.615661475,-0.788010754
300_70,1685170.795,5413966.568,71.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,9,1846.984426,-2364.032261,0.615661475,-0.788010754
300_87,1685170.795,5413966.568,91.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,10,1846.984426,-2364.032261,0.615661475,-0.788010754
300_96,1685170.795,5413966.568,117.4999998,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,11,1846.984426,-2364.032261,0.615661475,-0.788010754
300_114,1685170.795,5413966.568,150.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,12,1846.984426,-2364.032261,0.615661475,-0.788010754
300_132,1685170.795,5413966.568,183.4999996,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,13,1846.984426,-2364.032261,0.615661475,-0.788010754
300_5,1685657.163,5401028.485,17,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,5,2598.076211,1500,0.866025404,0.5
300_16,1685657.163,5401028.485,26.00000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,6,2598.076211,1500,0.866025404,0.5
300_36,1685657.163,5401028.485,36.00000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,7,2598.076211,1500,0.866025404,0.5
300_54,1685657.163,5401028.485,51.00000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,8,2598.076211,1500,0.866025404,0.5
300_72,1685657.163,5401028.485,71.00000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,9,2598.076211,1500,0.866025404,0.5
300_77,1685657.163,5401028.485,90.99999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,10,2598.076211,1500,0.866025404,0.5
300_97,1685657.163,5401028.485,117.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,11,2598.076211,1500,0.866025404,0.5
300_116,1685657.163,5401028.485,150.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,12,2598.076211,1500,0.866025404,0.5
300_135,1685657.163,5401028.485,183.4999999,10,1,0.9,0.001,0.3,0.5,3000,900,3,60,0,0,300,buried_canyons,13,2598.076211,1500,0.866025404,0.5
300_31,1685782.329,5407974.43,36.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,7,2988.584094,261.4672282,0.996194698,0.087155743
300_49,1685782.329,5407974.43,51.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,8,2988.584094,261.4672282,0.996194698,0.087155743
300_68,1685782.329,5407974.43,71.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,9,2988.584094,261.4672282,0.996194698,0.087155743
300_90,1685782.329,5407974.43,91.00000007,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,10,2988.584094,261.4672282,0.996194698,0.087155743
300_105,1685782.329,5407974.43,117.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,11,2988.584094,261.4672282,0.996194698,0.087155743
300_122,1685782.329,5407974.43,150.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,12,2988.584094,261.4672282,0.996194698,0.087155743
300_140,1685782.329,5407974.43,183.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,85,0,0,300,buried_canyons,13,2988.584094,261.4672282,0.996194698,0.087155743
300_8,1686991.348,5416335.115,17.00000003,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,5,1846.984426,-2364.032261,0.615661475,-0.788010754
300_18,1686991.348,5416335.115,26.00000005,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,6,1846.984426,-2364.032261,0.615661475,-0.788010754
300_26,1686991.348,5416335.115,36,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,7,1846.984426,-2364.032261,0.615661475,-0.788010754
300_39,1686991.348,5416335.115,50.99999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,8,1846.984426,-2364.032261,0.615661475,-0.788010754
300_56,1686991.348,5416335.115,70.99999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,9,1846.984426,-2364.032261,0.615661475,-0.788010754
300_78,1686991.348,5416335.115,90.99999995,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,10,1846.984426,-2364.032261,0.615661475,-0.788010754
300_104,1686991.348,5416335.115,117.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,11,1846.984426,-2364.032261,0.615661475,-0.788010754
300_123,1686991.348,5416335.115,150.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,12,1846.984426,-2364.032261,0.615661475,-0.788010754
300_141,1686991.348,5416335.115,183.5000001,10,1,0.9,0.001,0.3,0.5,3000,900,3,142,0,0,300,buried_canyons,13,1846.984426,-2364.032261,0.615661475,-0.788010754
300_2,1687245.922,5401585.3,10.00000002,10,1,0.9,0.001,0.3,0.5,3000,900,3,80,0,0,300,buried_canyons,4,2954.423259,520.944533,0.984807753,0.173648178
