,0,i,j,kper,obsnme
hds_00_023_017_016,30.9794921875,23,17,16,hds_00_023_017_000
hds_00_023_017_017,29.979295730590803,23,17,17,hds_00_023_017_000
hds_00_023_017_018,30.6083068847656,23,17,18,hds_00_023_017_000
hds_00_023_017_019,30.932937622070302,23,17,19,hds_00_023_017_000
hds_00_023_017_020,30.093496322631804,23,17,20,hds_00_023_017_000
hds_00_023_017_021,28.296554565429698,23,17,21,hds_00_023_017_000
hds_00_023_017_022,24.527904510498,23,17,22,hds_00_023_017_000
hds_00_023_017_023,27.5673904418945,23,17,23,hds_00_023_017_000
hds_00_023_017_024,27.88063621521,23,17,24,hds_00_023_017_000
hds_00_023_017_025,25.9534091949463,23,17,25,hds_00_023_017_000
hds_00_023_017_026,29.8206005096436,23,17,26,hds_00_023_017_000
hds_00_023_017_027,28.495792388916,23,17,27,hds_00_023_017_000
hds_00_023_017_028,30.095033645629897,23,17,28,hds_00_023_017_000
hds_00_023_017_029,30.684251785278303,23,17,29,hds_00_023_017_000
hds_00_023_017_030,30.676698684692397,23,17,30,hds_00_023_017_000
hds_00_023_017_031,31.381128311157198,23,17,31,hds_00_023_017_000
hds_00_023_017_032,32.3623847961426,23,17,32,hds_00_023_017_000
hds_00_023_017_033,31.562072753906197,23,17,33,hds_00_023_017_000
hds_00_023_017_034,31.541982650756804,23,17,34,hds_00_023_017_000
hds_00_023_017_035,32.2675399780273,23,17,35,hds_00_023_017_000
hds_00_023_017_036,32.2031669616699,23,17,36,hds_00_023_017_000
hds_00_023_017_037,32.8612480163574,23,17,37,hds_00_023_017_000
hds_00_023_017_038,32.7964897155762,23,17,38,hds_00_023_017_000
hds_00_023_017_039,32.949069976806605,23,17,39,hds_00_023_017_000
hds_00_023_017_040,32.4209671020508,23,17,40,hds_00_023_017_000
hds_00_023_017_041,32.8575286865234,23,17,41,hds_00_023_017_000
hds_00_023_017_042,32.726081848144496,23,17,42,hds_00_023_017_000
hds_00_023_017_043,34.2190170288086,23,17,43,hds_00_023_017_000
hds_00_023_017_044,34.4357490539551,23,17,44,hds_00_023_017_000
hds_00_023_017_045,34.853523254394496,23,17,45,hds_00_023_017_000
hds_00_023_017_046,34.4082183837891,23,17,46,hds_00_023_017_000
hds_00_023_017_047,35.053897857666,23,17,47,hds_00_023_017_000
hds_00_023_017_048,35.4308586120605,23,17,48,hds_00_023_017_000
hds_00_023_017_049,35.4515800476074,23,17,49,hds_00_023_017_000
hds_00_023_017_050,35.3759346008301,23,17,50,hds_00_023_017_000
hds_00_023_017_051,35.245662689209,23,17,51,hds_00_023_017_000
hds_00_023_017_052,35.4295654296875,23,17,52,hds_00_023_017_000
hds_00_023_017_053,35.32627487182621,23,17,53,hds_00_023_017_000
hds_00_023_017_054,35.4078521728516,23,17,54,hds_00_023_017_000
hds_00_023_017_055,35.4914588928223,23,17,55,hds_00_023_017_000
hds_00_023_017_056,35.0241470336914,23,17,56,hds_00_023_017_000
hds_00_023_017_057,35.2196006774902,23,17,57,hds_00_023_017_000
hds_00_023_017_058,34.9704208374023,23,17,58,hds_00_023_017_000
hds_00_023_017_059,35.2459106445312,23,17,59,hds_00_023_017_000
hds_00_023_017_060,35.428318023681605,23,17,60,hds_00_023_017_000
hds_00_023_017_061,35.474639892578104,23,17,61,hds_00_023_017_000
hds_00_023_017_062,35.4101066589355,23,17,62,hds_00_023_017_000
hds_00_023_017_063,35.6210784912109,23,17,63,hds_00_023_017_000
hds_00_023_017_064,35.084075927734396,23,17,64,hds_00_023_017_000
hds_00_023_017_065,35.3889579772949,23,17,65,hds_00_023_017_000
hds_00_023_017_066,35.3819122314453,23,17,66,hds_00_023_017_000
hds_00_023_017_067,35.424186706543004,23,17,67,hds_00_023_017_000
hds_00_023_017_068,34.9962387084961,23,17,68,hds_00_023_017_000
hds_00_023_017_069,35.3571662902832,23,17,69,hds_00_023_017_000
hds_00_023_017_070,35.4276084899902,23,17,70,hds_00_023_017_000
hds_00_023_017_071,35.179397583007805,23,17,71,hds_00_023_017_000
hds_00_023_017_072,34.5210952758789,23,17,72,hds_00_023_017_000
hds_00_023_017_073,35.139892578125,23,17,73,hds_00_023_017_000
hds_00_023_017_074,35.1481590270996,23,17,74,hds_00_023_017_000
hds_00_023_017_075,35.422370910644496,23,17,75,hds_00_023_017_000
hds_00_023_017_076,35.267261505127,23,17,76,hds_00_023_017_000
hds_00_023_017_077,35.498363494873,23,17,77,hds_00_023_017_000
hds_00_023_017_078,35.5281105041504,23,17,78,hds_00_023_017_000
hds_00_023_017_079,35.1798667907715,23,17,79,hds_00_023_017_000
hds_00_023_017_080,35.4570198059082,23,17,80,hds_00_023_017_000
hds_00_023_017_081,35.4794464111328,23,17,81,hds_00_023_017_000
hds_00_023_017_082,35.3478355407715,23,17,82,hds_00_023_017_000
hds_00_023_017_083,35.5823554992676,23,17,83,hds_00_023_017_000
hds_00_023_017_084,35.3309288024902,23,17,84,hds_00_023_017_000
hds_00_023_017_085,35.487373352050795,23,17,85,hds_00_023_017_000
hds_00_023_017_086,35.408054351806605,23,17,86,hds_00_023_017_000
hds_00_023_017_087,35.593620300293004,23,17,87,hds_00_023_017_000
hds_00_023_017_088,35.471363067627,23,17,88,hds_00_023_017_000
hds_00_023_017_089,35.5941276550293,23,17,89,hds_00_023_017_000
hds_00_023_017_090,35.4818458557129,23,17,90,hds_00_023_017_000
hds_00_023_017_091,35.2862129211426,23,17,91,hds_00_023_017_000
hds_00_023_017_092,35.4001007080078,23,17,92,hds_00_023_017_000
hds_00_023_017_093,35.5639038085938,23,17,93,hds_00_023_017_000
hds_00_023_017_094,35.439048767089794,23,17,94,hds_00_023_017_000
hds_00_023_017_095,35.58726119995121,23,17,95,hds_00_023_017_000
hds_00_023_017_096,35.4903564453125,23,17,96,hds_00_023_017_000
hds_00_023_017_097,35.5158271789551,23,17,97,hds_00_023_017_000
hds_00_023_017_098,35.170238494873,23,17,98,hds_00_023_017_000
hds_00_023_017_099,35.55385208129879,23,17,99,hds_00_023_017_000
hds_00_023_017_100,35.2039680480957,23,17,100,hds_00_023_017_000
hds_00_023_017_101,35.519218444824205,23,17,101,hds_00_023_017_000
hds_00_023_017_102,35.506008148193395,23,17,102,hds_00_023_017_000
hds_00_023_017_103,35.440299987793004,23,17,103,hds_00_023_017_000
hds_00_023_017_104,35.573646545410206,23,17,104,hds_00_023_017_000
hds_00_023_017_105,35.6669502258301,23,17,105,hds_00_023_017_000
hds_00_023_017_106,35.5597038269043,23,17,106,hds_00_023_017_000
hds_00_023_017_107,35.449733734130895,23,17,107,hds_00_023_017_000
hds_00_023_017_108,35.492225646972706,23,17,108,hds_00_023_017_000
hds_00_023_017_109,35.514076232910206,23,17,109,hds_00_023_017_000
hds_00_023_017_110,35.5704002380371,23,17,110,hds_00_023_017_000
hds_00_023_017_111,35.6081199645996,23,17,111,hds_00_023_017_000
hds_00_023_017_112,35.596061706543004,23,17,112,hds_00_023_017_000
hds_00_023_017_113,35.565502166748,23,17,113,hds_00_023_017_000
hds_00_023_017_114,35.6547737121582,23,17,114,hds_00_023_017_000
hds_00_023_017_115,35.598884582519496,23,17,115,hds_00_023_017_000
hds_00_023_017_116,35.6030426025391,23,17,116,hds_00_023_017_000
hds_00_023_017_117,35.685554504394496,23,17,117,hds_00_023_017_000
hds_00_023_017_118,35.7804946899414,23,17,118,hds_00_023_017_000
hds_00_023_017_119,35.6359977722168,23,17,119,hds_00_023_017_000
hds_00_023_017_120,35.688720703125,23,17,120,hds_00_023_017_000
hds_00_023_017_121,35.650909423828104,23,17,121,hds_00_023_017_000
hds_00_023_017_122,35.697322845459,23,17,122,hds_00_023_017_000
hds_00_023_017_123,35.6475830078125,23,17,123,hds_00_023_017_000
hds_00_023_017_124,35.7529144287109,23,17,124,hds_00_023_017_000
hds_00_023_017_125,35.7082748413086,23,17,125,hds_00_023_017_000
hds_00_023_017_126,35.6865348815918,23,17,126,hds_00_023_017_000
hds_00_023_017_127,35.6740112304688,23,17,127,hds_00_023_017_000
hds_00_023_017_128,35.7554130554199,23,17,128,hds_00_023_017_000
hds_00_023_017_129,35.742359161377,23,17,129,hds_00_023_017_000
hds_00_023_017_130,35.6113166809082,23,17,130,hds_00_023_017_000
hds_00_023_017_131,35.779876708984396,23,17,131,hds_00_023_017_000
hds_00_023_017_132,35.669105529785206,23,17,132,hds_00_023_017_000
hds_00_023_017_133,35.777427673339794,23,17,133,hds_00_023_017_000
hds_00_023_017_134,35.742706298828104,23,17,134,hds_00_023_017_000
hds_00_023_017_135,35.680305480956996,23,17,135,hds_00_023_017_000
hds_00_023_017_136,35.6729011535645,23,17,136,hds_00_023_017_000
hds_00_023_017_137,35.609367370605504,23,17,137,hds_00_023_017_000
hds_00_023_017_138,35.6080093383789,23,17,138,hds_00_023_017_000
hds_00_023_017_139,35.640449523925795,23,17,139,hds_00_023_017_000
hds_00_023_017_140,35.7244834899902,23,17,140,hds_00_023_017_000
hds_00_023_017_141,35.692512512206996,23,17,141,hds_00_023_017_000
hds_00_023_017_142,35.67396926879879,23,17,142,hds_00_023_017_000
hds_00_023_017_143,35.7034492492676,23,17,143,hds_00_023_017_000
hds_00_023_017_144,35.702278137206996,23,17,144,hds_00_023_017_000
hds_00_023_017_145,35.651638031005895,23,17,145,hds_00_023_017_000
hds_00_023_017_146,35.725090026855504,23,17,146,hds_00_023_017_000
hds_00_023_017_147,35.775707244873,23,17,147,hds_00_023_017_000
hds_00_023_017_148,35.679740905761705,23,17,148,hds_00_023_017_000
hds_00_023_017_149,35.7063751220703,23,17,149,hds_00_023_017_000
hds_00_023_017_150,35.6962242126465,23,17,150,hds_00_023_017_000
hds_00_023_017_151,35.6732406616211,23,17,151,hds_00_023_017_000
hds_00_023_017_152,35.706459045410206,23,17,152,hds_00_023_017_000
hds_00_023_017_153,35.7289581298828,23,17,153,hds_00_023_017_000
hds_00_023_017_154,35.7471466064453,23,17,154,hds_00_023_017_000
hds_00_023_017_155,35.729789733886705,23,17,155,hds_00_023_017_000
hds_00_023_017_156,35.690589904785206,23,17,156,hds_00_023_017_000
hds_00_023_017_157,35.729087829589794,23,17,157,hds_00_023_017_000
hds_00_023_017_158,35.7157325744629,23,17,158,hds_00_023_017_000
hds_00_023_017_159,35.753959655761705,23,17,159,hds_00_023_017_000
hds_00_023_017_160,35.7268486022949,23,17,160,hds_00_023_017_000
hds_00_023_017_161,35.7010345458984,23,17,161,hds_00_023_017_000
hds_00_023_017_162,35.7867317199707,23,17,162,hds_00_023_017_000
hds_00_023_017_163,35.709529876709,23,17,163,hds_00_023_017_000
hds_00_023_017_164,35.67042922973629,23,17,164,hds_00_023_017_000
hds_00_023_017_165,35.719409942627,23,17,165,hds_00_023_017_000
hds_00_023_017_166,35.725925445556605,23,17,166,hds_00_023_017_000
hds_00_023_017_167,35.655948638916,23,17,167,hds_00_023_017_000
hds_00_023_017_168,35.72670364379879,23,17,168,hds_00_023_017_000
hds_00_023_017_169,35.6775550842285,23,17,169,hds_00_023_017_000
hds_00_023_017_170,35.726570129394496,23,17,170,hds_00_023_017_000
hds_00_023_017_171,35.789981842041,23,17,171,hds_00_023_017_000
hds_00_023_017_172,35.701698303222706,23,17,172,hds_00_023_017_000
hds_00_023_017_173,35.806125640869105,23,17,173,hds_00_023_017_000
hds_00_023_017_174,35.777793884277294,23,17,174,hds_00_023_017_000
hds_00_023_017_175,35.7074317932129,23,17,175,hds_00_023_017_000
hds_00_023_017_176,35.5848350524902,23,17,176,hds_00_023_017_000
hds_00_023_017_177,35.6955223083496,23,17,177,hds_00_023_017_000
hds_00_023_017_178,35.697929382324205,23,17,178,hds_00_023_017_000
hds_00_023_017_179,35.6146469116211,23,17,179,hds_00_023_017_000
hds_00_023_017_180,35.668342590331996,23,17,180,hds_00_023_017_000
hds_00_023_017_181,35.7782859802246,23,17,181,hds_00_023_017_000
hds_00_023_017_182,35.6959114074707,23,17,182,hds_00_023_017_000
hds_00_023_017_183,35.737358093261705,23,17,183,hds_00_023_017_000
hds_00_023_017_184,35.6655426025391,23,17,184,hds_00_023_017_000
hds_00_023_017_185,35.6775970458984,23,17,185,hds_00_023_017_000
hds_00_023_017_186,35.7734603881836,23,17,186,hds_00_023_017_000
hds_00_023_017_187,35.7521514892578,23,17,187,hds_00_023_017_000
hds_00_023_017_188,35.8347587585449,23,17,188,hds_00_023_017_000
hds_00_023_017_189,35.786247253418004,23,17,189,hds_00_023_017_000
hds_00_023_017_190,35.8601722717285,23,17,190,hds_00_023_017_000
hds_00_023_017_191,35.828441619873,23,17,191,hds_00_023_017_000
hds_00_023_017_192,35.8074913024902,23,17,192,hds_00_023_017_000
hds_00_023_017_193,35.832180023193395,23,17,193,hds_00_023_017_000
hds_00_023_017_194,35.9029312133789,23,17,194,hds_00_023_017_000
hds_00_023_017_195,35.8281745910645,23,17,195,hds_00_023_017_000
hds_00_023_017_196,35.8231353759766,23,17,196,hds_00_023_017_000
hds_00_023_017_197,35.7227630615234,23,17,197,hds_00_023_017_000
hds_00_023_017_198,35.8115997314453,23,17,198,hds_00_023_017_000
hds_00_023_017_199,35.7265014648438,23,17,199,hds_00_023_017_000
hds_00_023_017_200,35.6766357421875,23,17,200,hds_00_023_017_000
hds_00_023_017_201,35.7285499572754,23,17,201,hds_00_023_017_000
hds_00_023_017_202,35.7407836914062,23,17,202,hds_00_023_017_000
hds_00_023_017_203,35.7109718322754,23,17,203,hds_00_023_017_000
hds_00_023_017_204,35.793853759765604,23,17,204,hds_00_023_017_000
hds_00_023_017_205,35.823917388916,23,17,205,hds_00_023_017_000
hds_00_023_017_206,35.741783142089794,23,17,206,hds_00_023_017_000
hds_00_023_017_207,35.752010345459,23,17,207,hds_00_023_017_000
hds_00_023_017_208,35.7477378845215,23,17,208,hds_00_023_017_000
hds_00_023_017_209,35.6593780517578,23,17,209,hds_00_023_017_000
hds_00_023_017_210,35.708984375,23,17,210,hds_00_023_017_000
hds_00_023_017_211,35.7198829650879,23,17,211,hds_00_023_017_000
hds_00_023_017_212,35.8497276306152,23,17,212,hds_00_023_017_000
hds_00_023_017_213,35.756374359130895,23,17,213,hds_00_023_017_000
hds_00_023_017_214,35.740882873535206,23,17,214,hds_00_023_017_000
hds_00_023_017_215,35.7352409362793,23,17,215,hds_00_023_017_000
hds_00_023_017_216,35.7377891540527,23,17,216,hds_00_023_017_000
hds_00_023_017_217,35.722442626953104,23,17,217,hds_00_023_017_000
hds_00_023_017_218,35.632228851318395,23,17,218,hds_00_023_017_000
hds_00_023_017_219,35.7587089538574,23,17,219,hds_00_023_017_000
hds_00_023_017_220,35.7208366394043,23,17,220,hds_00_023_017_000
hds_00_023_017_221,35.779388427734396,23,17,221,hds_00_023_017_000
hds_00_023_017_222,35.8517265319824,23,17,222,hds_00_023_017_000
hds_00_023_017_223,35.7115898132324,23,17,223,hds_00_023_017_000
hds_00_023_017_224,35.697780609130895,23,17,224,hds_00_023_017_000
hds_00_023_017_225,35.6690254211426,23,17,225,hds_00_023_017_000
hds_00_023_017_226,35.745155334472706,23,17,226,hds_00_023_017_000
hds_00_023_017_227,35.7045783996582,23,17,227,hds_00_023_017_000
hds_00_023_017_228,35.661491394043004,23,17,228,hds_00_023_017_000
hds_00_023_017_229,35.793487548828104,23,17,229,hds_00_023_017_000
hds_00_023_017_230,35.669670104980504,23,17,230,hds_00_023_017_000
hds_00_023_017_231,35.6536254882812,23,17,231,hds_00_023_017_000
hds_00_023_017_232,35.664222717285206,23,17,232,hds_00_023_017_000
hds_00_023_017_233,35.82387161254879,23,17,233,hds_00_023_017_000
hds_00_023_017_234,35.6778526306152,23,17,234,hds_00_023_017_000
hds_00_023_017_235,35.737209320068395,23,17,235,hds_00_023_017_000
hds_00_023_017_236,35.659416198730504,23,17,236,hds_00_023_017_000
hds_00_023_017_237,35.760528564453104,23,17,237,hds_00_023_017_000
hds_00_023_017_238,35.6653175354004,23,17,238,hds_00_023_017_000
hds_00_023_017_239,35.7160758972168,23,17,239,hds_00_023_017_000
hds_00_023_017_240,35.7357978820801,23,17,240,hds_00_023_017_000
hds_00_023_017_241,35.7253646850586,23,17,241,hds_00_023_017_000
hds_00_023_017_242,35.715904235839794,23,17,242,hds_00_023_017_000
hds_00_023_017_243,35.811130523681605,23,17,243,hds_00_023_017_000
hds_00_023_017_244,35.769744873046896,23,17,244,hds_00_023_017_000
hds_00_023_017_245,35.8541717529297,23,17,245,hds_00_023_017_000
hds_00_023_017_246,35.7786254882812,23,17,246,hds_00_023_017_000
hds_00_023_017_247,35.782890319824205,23,17,247,hds_00_023_017_000
hds_00_023_017_248,35.8363800048828,23,17,248,hds_00_023_017_000
hds_00_023_017_249,35.817626953125,23,17,249,hds_00_023_017_000
hds_00_023_017_250,35.871551513671896,23,17,250,hds_00_023_017_000
hds_00_023_017_251,35.827907562255895,23,17,251,hds_00_023_017_000
hds_00_023_017_252,35.807777404785206,23,17,252,hds_00_023_017_000
hds_00_023_017_253,35.851531982421896,23,17,253,hds_00_023_017_000
hds_00_023_017_254,35.627124786377,23,17,254,hds_00_023_017_000
hds_00_023_017_255,35.756309509277294,23,17,255,hds_00_023_017_000
hds_00_023_017_256,35.7021598815918,23,17,256,hds_00_023_017_000
hds_00_023_017_257,35.7270088195801,23,17,257,hds_00_023_017_000
hds_00_023_017_258,35.73073196411129,23,17,258,hds_00_023_017_000
hds_00_023_017_259,35.8164215087891,23,17,259,hds_00_023_017_000
hds_00_023_017_260,35.773830413818395,23,17,260,hds_00_023_017_000
hds_00_023_017_261,35.75876998901371,23,17,261,hds_00_023_017_000
hds_00_023_017_262,35.7293815612793,23,17,262,hds_00_023_017_000
hds_00_023_017_263,35.709011077880895,23,17,263,hds_00_023_017_000
hds_00_023_017_264,35.8175659179688,23,17,264,hds_00_023_017_000
hds_00_023_017_265,35.5879020690918,23,17,265,hds_00_023_017_000
hds_00_023_017_266,35.566009521484396,23,17,266,hds_00_023_017_000
hds_00_023_017_267,35.6504135131836,23,17,267,hds_00_023_017_000
hds_00_023_017_268,35.6834373474121,23,17,268,hds_00_023_017_000
hds_00_023_017_269,35.7053337097168,23,17,269,hds_00_023_017_000
hds_00_023_017_270,35.593231201171896,23,17,270,hds_00_023_017_000
hds_00_023_017_271,35.717155456543004,23,17,271,hds_00_023_017_000
hds_00_023_017_272,35.757175445556605,23,17,272,hds_00_023_017_000
hds_00_023_017_273,35.67307662963871,23,17,273,hds_00_023_017_000
hds_00_023_017_274,35.8162117004395,23,17,274,hds_00_023_017_000
hds_00_023_017_275,35.6946678161621,23,17,275,hds_00_023_017_000
hds_00_023_017_276,35.599758148193395,23,17,276,hds_00_023_017_000
hds_00_023_017_277,35.727108001709,23,17,277,hds_00_023_017_000
hds_00_023_017_278,35.6709632873535,23,17,278,hds_00_023_017_000
hds_00_023_017_279,35.601020812988295,23,17,279,hds_00_023_017_000
hds_00_023_017_280,35.568042755127,23,17,280,hds_00_023_017_000
hds_00_023_017_281,35.654972076416,23,17,281,hds_00_023_017_000
hds_00_023_017_282,35.6525535583496,23,17,282,hds_00_023_017_000
hds_00_023_017_283,35.603244781494105,23,17,283,hds_00_023_017_000
hds_00_023_017_284,35.5151863098145,23,17,284,hds_00_023_017_000
hds_00_023_017_285,35.6334991455078,23,17,285,hds_00_023_017_000
hds_00_023_017_286,35.5293083190918,23,17,286,hds_00_023_017_000
hds_00_023_017_287,35.514377593994105,23,17,287,hds_00_023_017_000
hds_00_023_017_288,35.57786178588871,23,17,288,hds_00_023_017_000
hds_00_023_017_289,35.289009094238295,23,17,289,hds_00_023_017_000
hds_00_023_017_290,35.2515716552734,23,17,290,hds_00_023_017_000
hds_00_023_017_291,35.192070007324205,23,17,291,hds_00_023_017_000
hds_00_023_017_292,35.4591178894043,23,17,292,hds_00_023_017_000
hds_00_023_017_293,35.5522117614746,23,17,293,hds_00_023_017_000
hds_00_023_017_294,35.567165374755895,23,17,294,hds_00_023_017_000
hds_00_023_017_295,35.3209228515625,23,17,295,hds_00_023_017_000
hds_00_023_017_296,35.2745933532715,23,17,296,hds_00_023_017_000
hds_00_023_017_297,35.2359733581543,23,17,297,hds_00_023_017_000
hds_00_023_017_298,35.4809112548828,23,17,298,hds_00_023_017_000
hds_00_023_017_299,35.2292137145996,23,17,299,hds_00_023_017_000
hds_00_023_017_300,35.6492576599121,23,17,300,hds_00_023_017_000
hds_00_023_017_301,35.6451835632324,23,17,301,hds_00_023_017_000
hds_00_023_017_302,35.5858268737793,23,17,302,hds_00_023_017_000
hds_00_023_017_303,35.461212158203104,23,17,303,hds_00_023_017_000
hds_00_023_017_304,35.538581848144496,23,17,304,hds_00_023_017_000
hds_00_023_017_305,35.6999168395996,23,17,305,hds_00_023_017_000
hds_00_023_017_306,35.498851776123,23,17,306,hds_00_023_017_000
hds_00_023_017_307,35.522762298584,23,17,307,hds_00_023_017_000
hds_00_023_017_308,35.520660400390604,23,17,308,hds_00_023_017_000
hds_00_023_017_309,35.4823722839355,23,17,309,hds_00_023_017_000
hds_00_023_017_310,35.6230316162109,23,17,310,hds_00_023_017_000
hds_00_023_017_311,35.6814575195312,23,17,311,hds_00_023_017_000
hds_00_023_017_312,35.58803176879879,23,17,312,hds_00_023_017_000
hds_00_023_017_313,35.5448760986328,23,17,313,hds_00_023_017_000
hds_00_023_017_314,35.544219970703104,23,17,314,hds_00_023_017_000
hds_00_023_017_315,35.5367660522461,23,17,315,hds_00_023_017_000
hds_00_023_017_316,35.645751953125,23,17,316,hds_00_023_017_000
hds_00_023_017_317,35.5479965209961,23,17,317,hds_00_023_017_000
hds_00_023_017_318,35.64927291870121,23,17,318,hds_00_023_017_000
hds_00_023_017_319,35.757194519043004,23,17,319,hds_00_023_017_000
hds_00_023_017_320,35.6023712158203,23,17,320,hds_00_023_017_000
hds_00_023_017_321,35.5906562805176,23,17,321,hds_00_023_017_000
hds_00_023_017_322,35.6161346435547,23,17,322,hds_00_023_017_000
hds_00_023_017_323,35.5891265869141,23,17,323,hds_00_023_017_000
hds_00_023_017_324,35.62546920776371,23,17,324,hds_00_023_017_000
hds_00_023_017_325,35.61216354370121,23,17,325,hds_00_023_017_000
hds_00_023_017_326,35.6383857727051,23,17,326,hds_00_023_017_000
hds_00_023_017_327,35.6899757385254,23,17,327,hds_00_023_017_000
hds_00_023_017_328,35.59608840942379,23,17,328,hds_00_023_017_000
hds_00_023_017_329,35.687038421630895,23,17,329,hds_00_023_017_000
hds_00_023_017_330,35.626396179199205,23,17,330,hds_00_023_017_000
hds_00_023_017_331,35.521537780761705,23,17,331,hds_00_023_017_000
hds_00_023_017_332,35.543571472168004,23,17,332,hds_00_023_017_000
hds_00_023_017_333,35.6940307617188,23,17,333,hds_00_023_017_000
hds_00_023_017_334,35.6908416748047,23,17,334,hds_00_023_017_000
hds_00_023_017_335,35.7221183776855,23,17,335,hds_00_023_017_000
hds_00_023_017_336,35.6141777038574,23,17,336,hds_00_023_017_000
hds_00_023_017_337,35.6592597961426,23,17,337,hds_00_023_017_000
hds_00_023_017_338,35.619598388671896,23,17,338,hds_00_023_017_000
hds_00_023_017_339,35.552192687988295,23,17,339,hds_00_023_017_000
hds_00_023_017_340,35.6520385742188,23,17,340,hds_00_023_017_000
hds_00_023_017_341,35.607963562011705,23,17,341,hds_00_023_017_000
hds_00_023_017_342,35.6420555114746,23,17,342,hds_00_023_017_000
hds_00_023_017_343,35.670112609863295,23,17,343,hds_00_023_017_000
hds_00_023_017_344,35.636043548584,23,17,344,hds_00_023_017_000
hds_00_023_017_345,35.6142807006836,23,17,345,hds_00_023_017_000
hds_00_023_017_346,35.557365417480504,23,17,346,hds_00_023_017_000
hds_00_023_017_347,35.564266204834,23,17,347,hds_00_023_017_000
hds_00_023_017_348,35.76611328125,23,17,348,hds_00_023_017_000
hds_00_023_017_349,35.65732955932621,23,17,349,hds_00_023_017_000
hds_00_023_017_350,35.6927719116211,23,17,350,hds_00_023_017_000
hds_00_023_017_351,35.6452598571777,23,17,351,hds_00_023_017_000
hds_00_023_017_352,35.6010246276855,23,17,352,hds_00_023_017_000
hds_00_023_017_353,35.646900177002,23,17,353,hds_00_023_017_000
hds_00_023_017_354,35.6783332824707,23,17,354,hds_00_023_017_000
hds_00_023_017_355,35.6694755554199,23,17,355,hds_00_023_017_000
hds_00_023_017_356,35.6508636474609,23,17,356,hds_00_023_017_000
hds_00_023_017_357,35.585720062255895,23,17,357,hds_00_023_017_000
hds_00_023_017_358,35.586479187011705,23,17,358,hds_00_023_017_000
hds_00_023_017_359,35.4595184326172,23,17,359,hds_00_023_017_000
hds_00_023_017_360,35.6984252929688,23,17,360,hds_00_023_017_000
hds_00_023_017_361,35.371124267578104,23,17,361,hds_00_023_017_000
hds_00_023_017_362,35.529533386230504,23,17,362,hds_00_023_017_000
hds_00_023_017_363,35.578178405761705,23,17,363,hds_00_023_017_000
hds_00_023_017_364,35.480655670166,23,17,364,hds_00_023_017_000
hds_00_025_005_000,34.7194328308105,25,5,0,hds_00_025_005_000
hds_00_025_005_001,34.677135467529304,25,5,1,hds_00_025_005_000
hds_00_025_005_002,34.409820556640604,25,5,2,hds_00_025_005_000
hds_00_025_005_003,34.5466079711914,25,5,3,hds_00_025_005_000
hds_00_025_005_004,34.7459030151367,25,5,4,hds_00_025_005_000
hds_00_025_005_005,34.430267333984396,25,5,5,hds_00_025_005_000
hds_00_025_005_006,34.5559234619141,25,5,6,hds_00_025_005_000
hds_00_025_005_007,34.1631736755371,25,5,7,hds_00_025_005_000
hds_00_025_005_008,34.8248634338379,25,5,8,hds_00_025_005_000
hds_00_025_005_009,34.015567779541,25,5,9,hds_00_025_005_000
hds_00_025_005_010,34.439094543456996,25,5,10,hds_00_025_005_000
hds_00_025_005_011,34.425525665283196,25,5,11,hds_00_025_005_000
hds_00_025_005_012,33.133358001709,25,5,12,hds_00_025_005_000
hds_00_025_005_013,33.4677734375,25,5,13,hds_00_025_005_000
hds_00_025_005_014,33.4092445373535,25,5,14,hds_00_025_005_000
hds_00_025_005_015,33.7247161865234,25,5,15,hds_00_025_005_000
hds_00_025_005_016,32.9146537780762,25,5,16,hds_00_025_005_000
hds_00_025_005_017,32.1851387023926,25,5,17,hds_00_025_005_000
hds_00_025_005_018,32.6882858276367,25,5,18,hds_00_025_005_000
hds_00_025_005_019,32.8493423461914,25,5,19,hds_00_025_005_000
hds_00_025_005_020,32.326038360595696,25,5,20,hds_00_025_005_000
hds_00_025_005_021,31.119800567627,25,5,21,hds_00_025_005_000
hds_00_025_005_022,28.6560955047607,25,5,22,hds_00_025_005_000
hds_00_025_005_023,30.6507301330566,25,5,23,hds_00_025_005_000
hds_00_025_005_024,30.8493118286133,25,5,24,hds_00_025_005_000
hds_00_025_005_025,29.554903030395497,25,5,25,hds_00_025_005_000
hds_00_025_005_026,32.1501617431641,25,5,26,hds_00_025_005_000
hds_00_025_005_027,31.2561302185059,25,5,27,hds_00_025_005_000
hds_00_025_005_028,32.291374206543004,25,5,28,hds_00_025_005_000
hds_00_025_005_029,32.7426376342773,25,5,29,hds_00_025_005_000
hds_00_025_005_030,32.6766395568848,25,5,30,hds_00_025_005_000
hds_00_025_005_031,33.104278564453104,25,5,31,hds_00_025_005_000
hds_00_025_005_032,33.8087997436523,25,5,32,hds_00_025_005_000
hds_00_025_005_033,33.218654632568395,25,5,33,hds_00_025_005_000
hds_00_025_005_034,33.218757629394496,25,5,34,hds_00_025_005_000
hds_00_025_005_035,33.7243003845215,25,5,35,hds_00_025_005_000
hds_00_025_005_036,33.678253173828104,25,5,36,hds_00_025_005_000
hds_00_025_005_037,34.0984954833984,25,5,37,hds_00_025_005_000
hds_00_025_005_038,34.0557823181152,25,5,38,hds_00_025_005_000
hds_00_025_005_039,34.196258544921896,25,5,39,hds_00_025_005_000
