"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   1.09046864800E+02   8.49700000000E+01  h685.7      
   1.08717440173E+02   8.36900000000E+01  h685.8      
   1.08471531202E+02   8.23900000000E+01  h685.9      
   1.10990374697E+02   9.01000000000E+01  h710.1      
   1.09195899894E+02   8.18000000000E+01  h710.2      
   1.08960896649E+02   8.16000000000E+01  h710.3      
   1.08568209847E+02   7.94800000000E+01  h710.4      
   1.08291742951E+02   8.35700000000E+01  h710.5      
   1.07954819784E+02   8.50800000000E+01  h710.6      
   1.07640178363E+02   8.67400000000E+01  h710.7      
   1.07341877860E+02   8.47000000000E+01  h710.8      
   1.06978338183E+02   8.25500000000E+01  h710.9      
   1.06954994843E+02   8.44700000000E+01  h710.10     
   1.06996303390E+02   8.62300000000E+01  h710.11     
   1.07108713125E+02   8.49600000000E+01  h710.12     
   1.07204674768E+02   8.41300000000E+01  h710.13     
   1.07271128365E+02   8.52500000000E+01  h710.14     
   1.07306196254E+02   8.52600000000E+01  h710.15     
   1.07311696807E+02   8.53000000000E+01  h710.16     
   1.07297406381E+02   8.62400000000E+01  h710.17     
   1.07275921384E+02   8.42500000000E+01  h710.18     
   1.07166828277E+02   8.50100000000E+01  h710.19     
   1.01807145286E+02   1.23260000000E+02  h715.1      
   1.01786888528E+02   1.28660000000E+02  h715.2      
   1.01692278305E+02   1.26260000000E+02  h715.3      
   1.01877632997E+02   1.35160000000E+02  h715.4      
   1.02032519558E+02   1.34660000000E+02  h715.5      
   1.02170492663E+02   1.27060000000E+02  h715.6      
   1.02296136353E+02   1.26760000000E+02  h715.7      
   1.02398477644E+02   1.23160000000E+02  h715.8      
   1.02251989715E+02   1.25860000000E+02  h715.9      
   1.02120132295E+02   1.27760000000E+02  h715.10     
   1.02001826827E+02   1.23560000000E+02  h715.11     
   1.01978403555E+02   1.23390000000E+02  h715.12     
   1.01960575986E+02   1.29930000000E+02  h715.13     
   1.02003338059E+02   1.29520000000E+02  h715.14     
   1.02044548589E+02   1.28930000000E+02  h715.15     
   1.02079643404E+02   1.28330000000E+02  h715.16     
   1.02111334637E+02   1.33160000000E+02  h715.17     
   1.02137642940E+02   1.33630000000E+02  h715.18     
   1.02163644131E+02   1.29140000000E+02  h715.19     
   1.02190816228E+02   1.26630000000E+02  h715.20     
   1.02218155667E+02   1.30720000000E+02  h715.21     
   1.02240975167E+02   1.35250000000E+02  h715.22     
   1.02257657072E+02   1.34690000000E+02  h715.23     
   1.02271148499E+02   1.26440000000E+02  h715.24     
   1.02282758990E+02   1.31710000000E+02  h715.25     
   1.02295220420E+02   1.27130000000E+02  h715.26     
   1.02344920260E+02   1.30070000000E+02  h715.27     
   1.02356703026E+02   1.26310000000E+02  h715.28     
   1.13139435047E+02   1.25580000000E+02  h753.1      
   1.13141156028E+02   1.28080000000E+02  h753.2      
   1.13149780142E+02   1.27580000000E+02  h753.3      
   1.13160918012E+02   1.32580000000E+02  h753.4      
   1.13171325933E+02   1.32380000000E+02  h753.5      
   1.13182280782E+02   1.29580000000E+02  h753.6      
   1.13192826700E+02   1.28480000000E+02  h753.7      
   1.13203689788E+02   1.26380000000E+02  h753.8      
   1.13213192331E+02   1.25780000000E+02  h753.9      
   1.13222507578E+02   1.27870000000E+02  h753.10     
   1.13232001608E+02   1.25980000000E+02  h753.11     
   1.13241460447E+02   1.24480000000E+02  h753.12     
   1.13250860056E+02   1.25630000000E+02  h753.13     
   1.13260988058E+02   1.28000000000E+02  h753.14     
   1.13271622773E+02   1.26900000000E+02  h753.15     
   1.13281878495E+02   1.27830000000E+02  h753.16     
   1.13293108252E+02   1.30430000000E+02  h753.17     
   1.13303483869E+02   1.29540000000E+02  h753.18     
   1.13312957139E+02   1.28770000000E+02  h753.19     
   1.13325172213E+02   1.29560000000E+02  h753.20     
   1.13339207868E+02   1.30560000000E+02  h753.21     
   1.13354912057E+02   1.33710000000E+02  h753.22     
   1.13367322243E+02   1.32920000000E+02  h753.23     
   1.13378018971E+02   1.28510000000E+02  h753.24     
   1.13390148899E+02   1.31030000000E+02  h753.25     
   1.13401318616E+02   1.28440000000E+02  h753.26     
   1.13453757076E+02   1.30980000000E+02  h753.27     
   1.16017710316E+02   1.24770000000E+02  h760.1      
   1.16018552151E+02   1.24670000000E+02  h760.2      
   1.16036614448E+02   1.27220000000E+02  h760.3      
   1.16045710823E+02   1.31140000000E+02  h760.4      
   1.21445999972E+02   1.25950000000E+02  h774.1      
   1.21447458343E+02   1.27190000000E+02  h774.2      
   1.21456505004E+02   1.27860000000E+02  h774.3      
   1.21467196530E+02   1.30560000000E+02  h774.4      
   1.21477925408E+02   1.30450000000E+02  h774.5      
   1.21488833351E+02   1.28550000000E+02  h774.6      
   1.21499743326E+02   1.27350000000E+02  h774.7      
   1.21510476321E+02   1.26150000000E+02  h774.8      
   1.21519964291E+02   1.26520000000E+02  h774.9      
   1.21530245115E+02   1.27140000000E+02  h774.10     
   1.21539008043E+02   1.24870000000E+02  h774.11     
   1.21548575076E+02   1.24310000000E+02  h774.12     
   1.21558098961E+02   1.25010000000E+02  h774.13     
   1.21568365564E+02   1.24690000000E+02  h774.14     
   1.21579129947E+02   1.26590000000E+02  h774.15     
   1.21589496626E+02   1.25050000000E+02  h774.16     
   1.21600879897E+02   1.25430000000E+02  h774.17     
   1.21612860729E+02   1.25800000000E+02  h774.18     
   1.21620942698E+02   1.28680000000E+02  h774.19     
   1.21633279993E+02   1.28960000000E+02  h774.20     
   1.21647677155E+02   1.31120000000E+02  h774.21     
   1.21663360961E+02   1.31800000000E+02  h774.22     
   1.21675931772E+02   1.32600000000E+02  h774.23     
   1.21686714826E+02   1.29040000000E+02  h774.24     
   1.21699030623E+02   1.31640000000E+02  h774.25     
   1.21710338598E+02   1.29100000000E+02  h774.26     
   1.21792740043E+02   1.30040000000E+02  h774.27     
   1.18187273275E+02   1.25530000000E+02  h778.1      
   1.18309268370E+02   1.27890000000E+02  h778.2      
   1.18319380175E+02   1.27760000000E+02  h778.3      
   1.18326283367E+02   1.25740000000E+02  h778.4      
   1.18339460167E+02   1.24930000000E+02  h778.5      
   1.18341856350E+02   1.27140000000E+02  h778.6      
   1.18352686312E+02   1.30280000000E+02  h778.7      
   1.18362934036E+02   1.30410000000E+02  h778.8      
   6.05545591538E+01   4.36000000000E+01  h789.1      
   5.97032410390E+01   3.94600000000E+01  h789.2      
   5.89331339785E+01   3.97000000000E+01  h789.3      
   5.77280566639E+01   3.86800000000E+01  h789.4      
   5.68474036345E+01   3.82000000000E+01  h789.5      
   5.57116639899E+01   3.73100000000E+01  h789.6      
   5.45990288774E+01   3.61700000000E+01  h789.7      
   5.34333132358E+01   3.63500000000E+01  h789.8      
   5.22868584741E+01   3.53800000000E+01  h789.9      
   5.11037568540E+01   3.57600000000E+01  h789.10     
   4.98976640847E+01   3.60300000000E+01  h789.11     
   4.85634007977E+01   3.48500000000E+01  h789.12     
   4.75330338729E+01   3.46000000000E+01  h789.13     
   4.63083374382E+01   3.42500000000E+01  h789.14     
   4.54040168328E+01   3.37500000000E+01  h789.15     
   4.45187413444E+01   3.03500000000E+01  h789.16     
   4.28225833042E+01   2.90100000000E+01  h789.17     
   4.17446766732E+01   3.87200000000E+01  h789.18     
   4.10123145423E+01   2.92500000000E+01  h789.19     
   1.02287924979E+02   1.19550000000E+02  h792.1      
   1.02263096550E+02   1.25050000000E+02  h792.2      
   1.02130721108E+02   1.22850000000E+02  h792.3      
   1.02366941714E+02   1.30150000000E+02  h792.4      
   1.02568919332E+02   1.30050000000E+02  h792.5      
   1.02735248575E+02   1.20850000000E+02  h792.6      
   1.02882637117E+02   1.21150000000E+02  h792.7      
   1.02997196874E+02   1.18350000000E+02  h792.8      
   1.02780515543E+02   1.22050000000E+02  h792.9      
   1.02594988413E+02   1.21660000000E+02  h792.10     
   1.02439072588E+02   1.19100000000E+02  h792.11     
   1.02412876115E+02   1.21690000000E+02  h792.12     
   1.02392342946E+02   1.26470000000E+02  h792.13     
   1.02451438065E+02   1.22180000000E+02  h792.14     
   1.02504397278E+02   1.25770000000E+02  h792.15     
   1.02546916229E+02   1.23390000000E+02  h792.16     
   1.02583112517E+02   1.25910000000E+02  h792.17     
   1.02610962927E+02   1.27430000000E+02  h792.18     
   1.02639051142E+02   1.19720000000E+02  h792.19     
   1.02668007087E+02   1.18810000000E+02  h792.20     
   1.02696079482E+02   1.24420000000E+02  h792.21     
   1.02716877456E+02   1.29450000000E+02  h792.22     
   1.02730636174E+02   1.26500000000E+02  h792.23     
   1.02741709254E+02   1.22660000000E+02  h792.24     
   1.02749803172E+02   1.24870000000E+02  h792.25     
   1.02760252377E+02   1.22450000000E+02  h792.26     
   1.02801342533E+02   1.25090000000E+02  h792.27     
   1.02615557581E+02   1.30530000000E+02  h793.1      
   1.02735248575E+02   1.20850000000E+02  h793.2      
   1.02882637117E+02   1.21050000000E+02  h793.3      
   1.02997196874E+02   1.18150000000E+02  h793.4      
   1.02780515543E+02   1.19500000000E+02  h793.5      
   1.02594988413E+02   1.25190000000E+02  h793.6      
   1.02439072588E+02   1.18900000000E+02  h793.7      
   1.02412876115E+02   1.19620000000E+02  h793.8      
   1.02392342946E+02   1.26400000000E+02  h793.9      
   1.02451438065E+02   1.22150000000E+02  h793.10     
   1.02503172362E+02   1.25790000000E+02  h793.11     
   1.02546916229E+02   1.22580000000E+02  h793.12     
   1.02583112517E+02   1.25450000000E+02  h793.13     
   1.02610962927E+02   1.27480000000E+02  h793.14     
   1.02639051142E+02   1.19780000000E+02  h793.15     
   1.02668007087E+02   1.18700000000E+02  h793.16     
   1.02696079482E+02   1.24760000000E+02  h793.17     
   1.02716877456E+02   1.29470000000E+02  h793.18     
   1.02730636174E+02   1.26570000000E+02  h793.19     
   1.02741709254E+02   1.22620000000E+02  h793.20     
   1.02749803172E+02   1.25700000000E+02  h793.21     
   1.02760252377E+02   1.22400000000E+02  h793.22     
   1.02801342533E+02   1.25040000000E+02  h793.23     
   1.29271131411E+02   1.38300000000E+02  h813.1      
   1.29333550269E+02   1.37830000000E+02  h813.2      
   1.29335065982E+02   1.37740000000E+02  h813.3      
   1.29340689217E+02   1.37450000000E+02  h813.4      
   1.29350573998E+02   1.37580000000E+02  h813.5      
   1.29360984611E+02   1.37230000000E+02  h813.6      
   1.29370805292E+02   1.36640000000E+02  h813.7      
   1.29384607559E+02   1.36530000000E+02  h813.8      
   1.29424552321E+02   1.35980000000E+02  h813.9      
   1.29440529233E+02   1.36320000000E+02  h813.10     
   1.29476965134E+02   1.36080000000E+02  h813.11     
   1.29497084208E+02   1.36640000000E+02  h813.12     
   1.29796548305E+02   1.37570000000E+02  h813.13     
   1.19269003564E+02   1.27700000000E+02  h827.1      
   1.19270755048E+02   1.29300000000E+02  h827.2      
   1.19279562770E+02   1.29000000000E+02  h827.3      
   1.19290804866E+02   1.32200000000E+02  h827.4      
   1.19301204238E+02   1.32900000000E+02  h827.5      
   1.19311700548E+02   1.31200000000E+02  h827.6      
   1.19322586293E+02   1.29700000000E+02  h827.7      
   1.19333299636E+02   1.28100000000E+02  h827.8      
   1.19356679726E+02   1.26270000000E+02  h827.9      
   1.19361637889E+02   1.23430000000E+02  h827.10     
   1.19371190745E+02   1.22780000000E+02  h827.11     
   1.19380699638E+02   1.23360000000E+02  h827.12     
   1.19390943231E+02   1.24730000000E+02  h827.13     
   1.19401684907E+02   1.25070000000E+02  h827.14     
   1.19412031159E+02   1.25750000000E+02  h827.15     
   1.19423367052E+02   1.27820000000E+02  h827.16     
   1.19433836059E+02   1.27970000000E+02  h827.17     
   1.19443369731E+02   1.27520000000E+02  h827.18     
   1.19455667334E+02   1.28920000000E+02  h827.19     
   1.19469811950E+02   1.29790000000E+02  h827.20     
   1.19485221148E+02   1.22640000000E+02  h827.21     
   1.19498120654E+02   1.30800000000E+02  h827.22     
   1.19508857499E+02   1.31240000000E+02  h827.23     
   1.19521088611E+02   1.31160000000E+02  h827.24     
   1.19532348312E+02   1.31250000000E+02  h827.25     
   1.19585105671E+02   1.30910000000E+02  h827.26     
   1.07496259012E+02   1.22650000000E+02  h839.1      
   1.07348708117E+02   1.23590000000E+02  h839.2      
   1.07213940584E+02   1.22800000000E+02  h839.3      
   1.07454756513E+02   1.30760000000E+02  h839.4      
   1.07666984606E+02   1.30560000000E+02  h839.5      
   1.07850942358E+02   1.23010000000E+02  h839.6      
   1.08008355506E+02   1.22510000000E+02  h839.7      
   1.08136205126E+02   1.20160000000E+02  h839.8      
   1.07916106405E+02   1.21610000000E+02  h839.9      
   1.07728499593E+02   1.22810000000E+02  h839.10     
   1.07568905287E+02   1.20870000000E+02  h839.11     
   1.07542246115E+02   1.22240000000E+02  h839.12     
   1.07522482689E+02   1.24500000000E+02  h839.13     
   1.07584261416E+02   1.23600000000E+02  h839.14     
   1.07641118720E+02   1.24980000000E+02  h839.15     
   1.07687322506E+02   1.24630000000E+02  h839.16     
   1.07727421968E+02   1.26990000000E+02  h839.17     
   1.07759557135E+02   1.26710000000E+02  h839.18     
   1.07790995385E+02   1.22160000000E+02  h839.19     
   1.07822732451E+02   1.22660000000E+02  h839.20     
   1.07854234589E+02   1.26110000000E+02  h839.21     
   1.07878550574E+02   1.30940000000E+02  h839.22     
   1.07896373433E+02   1.27490000000E+02  h839.23     
   1.07911130022E+02   1.22630000000E+02  h839.24     
   1.07922454171E+02   1.24990000000E+02  h839.25     
   1.07936173516E+02   1.24380000000E+02  h839.26     
   1.07990458388E+02   1.25290000000E+02  h839.27     
   1.07732157426E+02   1.32400000000E+02  h840.1      
   1.07850942358E+02   1.23010000000E+02  h840.2      
   1.08008355506E+02   1.21710000000E+02  h840.3      
   1.08136205126E+02   1.19620000000E+02  h840.4      
   1.07916106405E+02   1.19520000000E+02  h840.5      
   1.07728499593E+02   1.22280000000E+02  h840.6      
   1.07568905287E+02   1.20280000000E+02  h840.7      
   1.07542246115E+02   1.22630000000E+02  h840.8      
   1.07522482689E+02   1.23930000000E+02  h840.9      
   1.07584261416E+02   1.23010000000E+02  h840.10     
   1.07641118720E+02   1.24290000000E+02  h840.11     
   1.07687322506E+02   1.24000000000E+02  h840.12     
   1.07727421968E+02   1.26390000000E+02  h840.13     
   1.07759557135E+02   1.26400000000E+02  h840.14     
   1.07790995385E+02   1.21590000000E+02  h840.15     
   1.07822732451E+02   1.22060000000E+02  h840.16     
   1.07854234589E+02   1.25590000000E+02  h840.17     
   1.07878550574E+02   1.30380000000E+02  h840.18     
   1.07896373433E+02   1.30590000000E+02  h840.19     
   1.07910775006E+02   1.22490000000E+02  h840.20     
   1.07922454171E+02   1.24510000000E+02  h840.21     
   1.07936173516E+02   1.23840000000E+02  h840.22     
   1.07953475331E+02   1.35990000000E+02  h840.23     
   1.07968100685E+02   1.28010000000E+02  h840.24     
   1.07975192571E+02   1.30850000000E+02  h840.25     
   1.07990458388E+02   1.25560000000E+02  h840.26     
   6.35635568406E+01   3.72200000000E+01  h844.1      
   6.28550285315E+01   3.78600000000E+01  h844.2      
   6.19394355507E+01   3.63500000000E+01  h844.3      
   6.10928677761E+01   3.60000000000E+01  h844.4      
   6.24673906672E+01   3.55200000000E+01  h844.5      
   6.31775720663E+01   3.52500000000E+01  h844.6      
   6.35282563436E+01   3.42700000000E+01  h844.7      
   6.35407323666E+01   3.34300000000E+01  h844.8      
   6.33643569364E+01   3.31500000000E+01  h844.9      
   6.30244112865E+01   3.22900000000E+01  h844.10     
   6.27062192783E+01   3.20400000000E+01  h844.11     
   6.23582214982E+01   3.21400000000E+01  h844.12     
   6.19971118385E+01   3.08100000000E+01  h844.13     
   6.13010199590E+01   3.10000000000E+01  h844.14     
   6.06772589355E+01   2.74500000000E+01  h844.15     
   5.90695304210E+01   3.32300000000E+01  h844.16     
   5.67970877114E+01   1.98500000000E+01  h844.17     
   5.63414577690E+01   2.05900000000E+01  h844.18     
   5.59099833700E+01   1.64500000000E+01  h844.19     
   5.55816090483E+01   1.63000000000E+01  h844.20     
   5.50477393366E+01   1.48900000000E+01  h844.21     
   5.48355765159E+01   1.52500000000E+01  h844.22     
   5.43368690367E+01   1.46100000000E+01  h844.23     
   5.43368690367E+01   1.43800000000E+01  h844.24     
   5.38463612031E+01   1.47200000000E+01  h844.25     
   5.33739748255E+01   1.36900000000E+01  h844.26     
   5.28929241073E+01   1.35900000000E+01  h844.27     
   1.14256159433E+02   1.26880000000E+02  h862.1      
   1.14258925696E+02   1.32780000000E+02  h862.2      
   1.14266557157E+02   1.33180000000E+02  h862.3      
   1.14278329952E+02   1.36580000000E+02  h862.4      
