 Inversion problem specifications ----->

   Number of parameters                                                 : 7
   Number of adjustable parameters                                      : 6
   Number of observations                                               : 1015
   Number of prior information equations                                : 0
   Number of observations plus prior information equations              : 1015
   Number of observations plus prior info. eqns. with non-zero weight   : 1015


 Cook's D ----->

 Observation_name       Stud_res        Leverage        var(h)/var(f)   Cooks_D         Hadis_stat
 oid:_477_poor           1.592533E-05 -2.861767E-06  1.308469E-05  3.490889E-05  1.722242E-06  1.353944E-05
 oid:_480_best           3.930512E-04 -6.578798E-05 -7.305828E-05  1.561475E-04  3.999506E-05  2.615203E-04
 oid:_481_best          -7.078952E-05  1.202231E-05  1.119321E-05 -2.900750E-05 -7.451942E-06 -4.859700E-05
 oid:_482_poor           2.082646E-05 -1.969534E-06  1.233856E-05  3.126916E-05  6.816184E-06  1.202714E-05
 oid:_483_poor          -3.454525E-06  3.517772E-07  1.516022E-06 -1.130203E-06 -2.079796E-07 -1.277097E-06
 oid:_484_fair          -7.832030E-05  1.761106E-05 -7.538830E-05 -2.099477E-04  2.877832E-06 -7.719325E-05
 oid:_486_best           2.795901E-05 -1.814878E-05  2.871665E-05  1.773519E-05  1.885246E-05  3.755421E-05
 oid:_487_best          -6.089588E-03  1.252763E-03 -5.720194E-03 -1.349470E-02 -7.768977E-04 -5.975414E-03
 oid:_488_fair          -1.735593E-03 -3.723260E-05  1.451168E-03  5.303054E-04 -1.128108E-04 -3.501841E-04
 oid:_490_best          -2.748151E-03  3.339367E-04 -2.482496E-03 -5.812874E-03 -7.574113E-04 -1.925451E-03
 oid:_491_fair          -1.335611E-04  2.302147E-05 -1.226494E-04 -3.232773E-04 -1.375093E-05 -1.111989E-04
 oid:_492_fair          -5.984560E-03  4.979735E-04  1.608738E-03 -1.893909E-03 -1.188706E-03 -2.244923E-03
 oid:_493_fair          -3.440919E-03  3.775973E-04  4.585261E-04 -2.199025E-03 -4.638245E-04 -1.616633E-03
 oid:_494_best           1.074742E-02  2.586518E-02  2.157635E-03  8.701431E-02  1.359960E-02 -7.673503E-02
 oid:_496_fair          -2.362669E-04  1.248768E-04 -4.569613E-04 -1.066399E-03  1.246784E-04 -4.994761E-04
 oid:_497_poor          -4.366490E-04  2.101999E-05  2.507695E-04 -1.070829E-04 -4.319081E-05 -6.287218E-05
 oid:_501_best          -6.891252E-02  1.882351E-02 -5.618716E-02 -4.924869E-02 -5.141885E-02 -5.009384E-02
 oid:_502_poor          -1.777028E-04  1.697480E-05  6.757880E-05 -3.063212E-04  7.923657E-05 -7.089609E-05
 oid:_503_fair          -3.164218E-03  3.427442E-04 -2.661412E-03 -2.205587E-03 -2.463745E-03 -2.173369E-03
 oid:_504_best           3.071168E-03  1.040010E-03 -2.200394E-04  2.041220E-02 -4.828943E-03 -2.247521E-03
 oid:_506_best          -1.079303E-02  3.220070E-03 -1.376431E-02 -3.412608E-02  1.295826E-03 -1.385265E-02
 oid:_507_poor          -5.380305E-05  4.689550E-06 -1.884693E-05 -6.763311E-05 -1.443311E-05 -2.660923E-05
 oid:_508_poor          -1.284885E-05  3.159664E-06 -1.534295E-05 -3.934935E-05  6.631378E-07 -1.401474E-05
 oid:_509_poor          -5.547907E-05  1.236559E-05 -5.207390E-05 -1.462582E-04  1.909570E-06 -5.417225E-05
 oid:_511_best          -1.349535E-02  3.381004E-03 -1.663825E-02 -4.202406E-02  7.024509E-04 -1.503275E-02
 oid:_513_fair          -4.208796E-04  4.415272E-05  1.756451E-04 -1.412937E-04 -2.659318E-05 -1.636648E-04
 oid:_514_best           4.320269E-06 -1.163068E-06  8.133082E-07  2.140274E-06  7.099584E-07  4.814894E-06
 oid:_515_best          -4.467951E-03  7.886659E-04 -3.744718E-03 -1.005702E-02 -4.707110E-04 -3.739209E-03
 oid:_516_best          -7.946666E-03  1.412695E-03 -6.912080E-03 -1.827826E-02 -8.444925E-04 -6.729157E-03
 oid:_520_poor          -7.656882E-06  6.780556E-06 -2.905088E-05 -5.329837E-05  5.790023E-06 -2.814860E-05
 oid:_522_poor          -4.338876E-04  1.685649E-05  1.184044E-04 -1.154141E-04 -1.231444E-04 -1.013060E-04
 oid:_528_best          -0.114255     -4.773447E-02  0.133675      0.158906     -5.424389E-02  4.149214E-02
 oid:_530_poor          -8.885813E-05  1.803549E-05 -8.183595E-05 -2.235591E-04 -2.270175E-06 -8.181952E-05
 oid:_533_poor           1.537189E-04 -7.629859E-06 -6.603190E-05  4.034480E-05  2.696517E-05  3.166025E-05
 oid:_534_best          -0.112094      5.727099E-03  0.101271     -2.339040E-02  9.998558E-03 -2.914021E-03
 oid:_535_best          -9.295221E-02  5.604053E-03  6.095127E-02 -2.348068E-02 -2.582341E-03 -1.403786E-02
 oid:_543_best           0.169064      1.748408E-04  7.259395E-02 -5.476257E-02  0.172744      5.461341E-02
 oid:_544_best           7.527043E-02  1.823739E-03  3.255437E-02 -2.191309E-02  7.863706E-02  1.921543E-02
 oid:_545_best          -1.745678E-02 -7.610531E-04  5.185088E-02  2.139595E-03  1.795376E-02  1.912598E-02
 oid:_546_poor          -3.206808E-04 -8.999579E-05 -2.568509E-04  1.100089E-05 -5.018720E-04  1.199814E-04
 oid:_547_fair           4.176381E-04  1.368929E-04  4.588404E-04 -3.200747E-05  7.673076E-04 -1.706895E-04
 oid:_548_best           1.407857E-02  4.901188E-03  1.509098E-02 -1.440658E-03  2.622111E-02 -6.805973E-03
 oid:_552_fair          -1.570474E-03 -6.156022E-04 -1.575738E-03  2.354129E-04 -3.000087E-03  1.023550E-03
 oid:_553_best           1.640755E-03  5.615081E-04  1.717536E-03 -1.618311E-04  3.014728E-03 -7.791431E-04
 oid:_554_best          -1.780387E-02 -4.421155E-03 -1.911776E-02 -2.998555E-04 -2.956018E-02  2.944374E-03
 oid:_555_poor           4.471449E-05 -6.763462E-06  3.564514E-05  2.125723E-05  3.052058E-05  4.471428E-05
 oid:_556_best           1.985040E-02  1.323226E-02  2.610050E-02 -9.269424E-03  5.271709E-02 -2.786826E-02
 oid:_557_fair           4.453850E-04  4.484715E-04  7.431263E-04 -3.785689E-04  1.584979E-03 -1.047430E-03
 oid:_559_poor          -1.194431E-04 -9.089728E-06 -6.469420E-05 -8.376333E-05 -9.954203E-05 -1.226874E-05
 oid:_561_poor          -3.501673E-06 -3.005541E-06  6.163520E-06  3.310341E-06 -4.374705E-06  1.114092E-05
 oid:_562_best           2.314584E-03  7.286813E-04 -1.182838E-03  1.670997E-03  1.147001E-03 -2.215559E-03
 oid:_563_poor           2.621466E-05  1.222958E-05 -2.270029E-05 -1.044350E-05  2.583807E-05 -4.213447E-05
 oid:_564_best           2.764865E-02  4.433251E-03 -8.867515E-03  1.829615E-02  1.084314E-02 -1.095731E-02
 oid:_565_best          -0.192903     -0.285671      0.736866      0.523303     -0.301148       1.11871    
 oid:_566_poor          -7.737211E-04 -9.568724E-04  1.499801E-03  6.949580E-04 -8.277029E-04  2.505989E-03
 oid:_567_best          -6.730655E-02 -2.818216E-02  8.860906E-02  2.381120E-02 -4.067059E-02  0.109079    
 oid:_569_poor          -7.262578E-04 -1.335951E-04  4.965051E-04  1.441327E-04 -3.934572E-04  4.362017E-04
 oid:_570_poor           9.672809E-05  5.300693E-05 -2.539328E-04 -1.180483E-04  2.529714E-05 -2.336272E-04
 oid:_571_fair           3.043861E-03  4.696362E-04 -1.724370E-03  8.736577E-05  1.494605E-03 -1.485398E-03
 oid:_572_poor          -1.373891E-06 -8.227261E-06  7.226740E-05  9.675420E-05 -1.233528E-06  4.143349E-05
 oid:_573_best          -1.531576E-02  3.802092E-03 -1.500689E-02 -4.379286E-02  1.919300E-03 -1.603737E-02
 oid:_574_poor          -4.268372E-08 -3.141240E-08  2.353793E-07  4.467147E-07 -7.804175E-08  1.227631E-07
 oid:_575_best           8.593782E-03 -2.005757E-03  7.199839E-03  2.246161E-02 -9.304124E-04  8.396215E-03
 oid:_576_poor          -2.620213E-06  7.641280E-07 -3.316414E-06 -8.327421E-06  3.285918E-07 -3.298094E-06
 oid:_578_fair          -1.271904E-03  2.939487E-04 -3.288794E-03  1.264379E-03 -2.904586E-03 -2.262430E-03
 oid:_580_poor          -2.807516E-05  9.390867E-06 -7.063123E-05 -1.194220E-04 -6.068391E-06 -4.885583E-05
 oid:_582_best          -4.234567E-03  1.502677E-03 -1.210843E-02 -2.016914E-02 -9.698191E-04 -7.914872E-03
 oid:_583_best           9.693357E-03 -2.412023E-03  9.745424E-03  2.845436E-02 -1.304741E-03  1.015558E-02
 oid:_584_poor          -5.235233E-05  8.412767E-06 -5.348062E-05  1.536001E-04 -1.125962E-04 -5.515697E-05
 oid:_586_fair          -5.525470E-04  1.349388E-04 -5.150361E-04 -1.532386E-03  6.569202E-05 -5.671552E-04
 oid:_588_best           6.416727E-03 -1.599298E-03  6.354021E-03  1.847567E-02 -8.146021E-04  6.747645E-03
 oid:_598_best          -6.436262E-04  3.192107E-05 -1.190578E-03 -3.564097E-04 -9.130065E-04 -7.052540E-04
 oid:_599_best          -1.165769E-02  2.386144E-03 -1.090556E-02 -2.567893E-02 -1.491566E-03 -1.143067E-02
 oid:_600_best          -7.120095E-03  1.395107E-03 -6.645683E-03 -1.610979E-02 -8.650409E-04 -6.707328E-03
 oid:_601_best           5.872777E-03 -1.143995E-03  5.455788E-03  1.332994E-02  7.051956E-04  5.486546E-03
 oid:_602_poor           1.048366E-04 -2.228408E-05  1.296962E-04  6.299783E-05  8.324444E-05  1.436997E-04
 oid:_603_best           2.281669E-04 -2.854524E-05  6.694347E-05  2.046215E-03 -4.962280E-04 -1.391303E-04
 oid:_604_best          -1.297657E-02  2.870210E-03 -1.158158E-02 -2.573631E-02 -1.840002E-03 -1.366399E-02
 oid:_605_best          -9.058139E-03  1.031080E-03 -1.004882E-02 -7.741893E-03 -8.399113E-03 -6.340112E-03
 oid:_606_best          -8.932092E-03 -3.770146E-03 -1.165696E-02  6.089374E-02 -4.236659E-02  6.562276E-03
 oid:_607_poor          -7.742130E-05 -1.220286E-05 -5.839490E-05  2.312054E-04 -1.925210E-04  3.415541E-06
 oid:_608_best           4.685560E-03  9.879968E-04  1.652388E-02  1.902400E-03  1.350589E-02  4.347705E-03
 oid:_609_best           5.413950E-03  2.117561E-03  7.397120E-03 -6.579775E-04  1.147178E-02 -2.756288E-03
 oid:_611_fair           2.041242E-03  6.969457E-04  2.677535E-03 -1.336528E-04  4.049341E-03 -7.569191E-04
 oid:_612_best          -2.710450E-03 -7.729057E-04 -2.869206E-03  6.632702E-05 -4.669222E-03  7.779201E-04
 oid:_613_best          -2.146261E-04 -1.715714E-04 -2.392057E-06  3.287560E-03 -1.717197E-03  5.648639E-04
 oid:_614_fair           1.222338E-04 -1.213803E-05  5.690490E-05 -1.811428E-04  1.624277E-04  8.263934E-05
 oid:_615_best          -6.695396E-02  5.672917E-03 -4.165820E-02  7.226827E-02 -8.600009E-02 -4.683612E-02
 oid:_616_poor           5.760966E-04 -1.410478E-04  3.815187E-04 -1.164273E-04  4.338025E-04  6.728650E-04
 oid:_618_poor          -9.321379E-06  1.907006E-06 -8.535196E-06 -2.018463E-05 -1.193205E-06 -9.114648E-06
 oid:_619_best           1.430881E-02 -3.410304E-03  1.524432E-02  3.139049E-02  2.189120E-03  1.640585E-02
 oid:_620_best          -4.703374E-03  3.798531E-04 -1.885926E-03 -1.024609E-02 -1.501849E-04 -1.630715E-03
 oid:_621_fair          -3.912027E-04  7.600165E-05 -3.871949E-04 -9.371871E-04 -4.648902E-05 -3.666337E-04
 oid:_622_best           8.264075E-03 -1.738377E-03  6.474020E-03  2.289910E-02 -1.245234E-03  7.052906E-03
 oid:_624_best           2.339927E-02 -4.332660E-03  2.043413E-02  5.219586E-02  2.656727E-03  2.074384E-02
 oid:_625_best          -1.905155E-02  2.332662E-03  3.164902E-03 -5.320170E-02  1.497155E-02 -1.123899E-02
 oid:_626_best          -2.480924E-02 -2.680838E-03 -1.505976E-02  1.445150E-02 -3.474367E-02 -9.395277E-04
 oid:_627_best          -2.954590E-02 -6.410055E-03 -2.232325E-02  4.712331E-02 -6.177395E-02  9.964683E-03
 oid:_629_fair           1.439726E-03  5.122329E-04  1.155448E-03 -1.585913E-03  3.032704E-03 -9.953974E-04
 oid:_630_fair           5.634676E-04  2.779011E-04  3.531541E-04 -1.945149E-03  1.744705E-03 -6.475973E-04
 oid:_631_fair          -9.692047E-04 -2.833078E-04 -7.629996E-04  7.823363E-04 -1.903754E-03  6.293774E-04
 oid:_632_best           2.269713E-04 -2.678125E-04 -3.153659E-04  3.090707E-03 -1.679068E-03  8.219038E-04
 oid:_633_best          -8.918488E-02  2.050367E-02 -8.289864E-02 -6.288364E-02 -8.826412E-02 -3.809757E-02
 oid:_634_best          -3.404117E-03 -2.197277E-04  2.904594E-02  1.591019E-02  1.436054E-02  2.128094E-04
 oid:_635_fair          -8.205387E-04  1.154040E-04  8.021081E-04 -2.116825E-04  2.097042E-04 -2.127279E-04
 oid:_636_fair           1.668530E-03 -6.407246E-04 -4.760233E-04  4.979471E-03 -2.201334E-03  2.266602E-03
 oid:_637_fair          -8.662674E-04  1.178216E-04 -8.261685E-04 -1.821980E-03 -2.448849E-04 -6.698207E-04
 oid:_639_poor           4.261866E-06 -3.996589E-06  3.522753E-06  2.761779E-05 -1.072581E-05  1.180925E-05
 oid:_640_best           1.539493E-03 -7.415617E-03  8.043215E-04  4.099052E-02 -2.389648E-02  1.954349E-02
 oid:_641_poor          -9.079929E-05 -4.842596E-06 -9.022308E-05 -2.553103E-05 -1.074532E-04 -3.935904E-05
 oid:_642_fair          -1.627667E-03 -2.055476E-05 -1.392845E-03 -3.374216E-04 -1.977395E-03 -3.748835E-04
 oid:_643_best           6.283762E-03 -6.957658E-04  1.845920E-02  2.248467E-02  6.604570E-03  7.916562E-03
 oid:_644_poor          -2.423529E-05  5.815227E-06 -2.258256E-05 -6.826783E-05  3.089252E-06 -2.439936E-05
 oid:_645_poor          -1.508207E-05  1.832110E-06 -1.351538E-05 -3.171842E-05 -4.137189E-06 -1.055831E-05
 oid:_656_best          -3.407818E-02  4.144242E-02 -3.782312E-02  2.661929E-02  8.122044E-03 -0.150869    
 oid:_673_poor           1.988058E-05 -2.783794E-06  1.267545E-05  4.299675E-05  1.535178E-06  1.281787E-05
 oid:_674_best          -2.257210E-04  6.789402E-06 -3.955957E-04 -1.025950E-04 -3.233552E-04 -2.257187E-04
 oid:_675_best          -9.623458E-03 -7.027109E-03 -0.113933      0.221712     -0.176775     -1.253198E-02
 oid:_694_best          -1.898637E-03  2.205295E-03  2.255034E-03 -2.033920E-02  3.974384E-03  8.127805E-03
 oid:_695_best          -1.031059E-02 -3.345248E-03 -1.165879E-02  5.421763E-04 -1.900328E-02  4.001109E-03
 oid:_696_fair           1.539326E-05  5.587174E-06  3.258138E-05 -7.913187E-07  3.865048E-05 -2.050273E-06
 oid:_697_best           7.144750E-04  8.318640E-04 -4.527653E-03 -1.121162E-03 -6.080747E-04 -4.215507E-03
 oid:_698_poor          -3.032979E-05  8.067359E-06 -3.262051E-05 -1.946241E-05 -1.826200E-05 -4.472838E-05
 oid:_701_poor          -1.301152E-05 -2.441996E-05  4.342637E-05  2.134710E-05 -1.746874E-05  7.127473E-05
 oid:_702_fair          -7.649475E-04 -2.360259E-04 -8.602685E-04  3.927293E-05 -1.386663E-03  2.581262E-04
 oid:_703_best           4.703299E-04  7.078619E-04  7.725682E-04 -6.864348E-04  2.150417E-03 -1.858020E-03
 oid:_706_fair           1.623128E-03 -2.738607E-04  1.328830E-03  1.383205E-03  8.747170E-04  1.651433E-03
 oid:_707_best           1.808841E-02 -2.379463E-03 -5.567827E-03  6.656355E-03  1.461105E-03  9.273407E-03
 oid:_708_poor           3.926031E-05  1.394625E-05  4.770279E-05 -3.979336E-06  7.701362E-05 -1.772774E-05
 oid:_709_fair          -2.926646E-04 -9.711052E-05 -3.475321E-04  1.485865E-05 -5.531875E-04  1.145580E-04
 oid:_710_best          -6.361511E-03 -8.263231E-04 -5.757356E-03 -9.600572E-04 -8.367004E-03 -9.439430E-04
 oid:_712_best          -6.971555E-02 -2.095464E-02 -8.247738E-02  2.086917E-03 -0.127492      2.029963E-02
 oid:_713_best          -9.049006E-03  2.830437E-04 -1.283205E-02 -3.618652E-03 -1.162892E-02 -7.703080E-03
 oid:_715_best          -4.200966E-02 -1.231989E-02 -5.122509E-02  7.373587E-04 -7.707557E-02  1.067690E-02
 oid:_717_fair           1.444927E-03  2.052102E-04  1.777728E-03  4.983957E-05  2.551795E-03 -1.685966E-04
 oid:_719_best          -1.359118E-02 -3.681891E-03 -1.658592E-02 -6.931072E-06 -2.435633E-02  2.461322E-03
 oid:_720_best           3.193551E-02  1.070002E-02  3.581360E-02 -2.635010E-03  5.953450E-02 -1.349878E-02
 oid:_721_poor          -4.642464E-05  7.849829E-06 -7.158252E-05 -2.531949E-05 -5.045770E-05 -6.221330E-05
 oid:_723_best          -1.488998E-02  5.188996E-03 -1.450934E-02 -1.099236E-02 -5.616257E-03 -2.523399E-02
 oid:_724_best          -2.468905E-03  1.410626E-03 -2.789653E-03 -2.112023E-03 -6.903237E-04 -5.124239E-03
 oid:_725_best          -1.436095E-03  1.237429E-03 -2.691415E-03 -2.014126E-03  1.967367E-04 -5.273549E-03
 oid:_726_poor          -1.095658E-06  1.383972E-06 -2.863182E-06 -1.751853E-06 -1.372083E-07 -4.651176E-06
 oid:_727_best          -5.248136E-04 -1.682819E-03 -3.513864E-03  2.032921E-02 -4.784867E-03 -1.199278E-02
 oid:_728_fair           2.628332E-05 -2.215944E-05  8.068220E-05  3.854672E-05  1.576269E-05  1.070043E-04
 oid:_845_best           1.551238E-02 -2.281564E-03  1.115806E-02  1.757773E-02  6.503260E-03  1.347444E-02
 oid:_846_poor           1.754314E-05 -2.029520E-06  1.304740E-05 -3.271420E-05  2.851508E-05  1.450330E-05
 oid:_847_best           1.647439E-02 -2.404177E-03  1.234329E-02  1.151405E-02  1.080559E-02  1.303795E-02
 oid:_848_fair          -5.212522E-04  1.080178E-04 -6.132184E-04  3.995165E-04 -6.182666E-04 -8.029107E-04
 oid:_849_best          -2.907345E-02  9.389664E-03 -2.704687E-02 -1.709441E-02 -1.818288E-02 -3.621849E-02
 oid:_850_best          -2.924344E-02  6.551785E-03 -2.578535E-02 -5.670088E-02 -4.217358E-03 -3.114861E-02
 oid:_851_best          -1.953324E-02  7.408476E-03 -2.335786E-02 -1.284760E-02 -1.319243E-02 -2.970454E-02
 oid:_852_best           2.291834E-02 -1.863291E-02  2.978719E-02  1.701380E-02  1.489376E-02  4.003925E-02
 oid:_853_best           1.570635E-04  5.202051E-07  1.203799E-04  4.851685E-05  1.506219E-04  7.914688E-05
 oid:_854_fair          -2.628185E-04 -6.942935E-05 -2.402673E-04 -6.862436E-04 -3.750277E-05 -1.427770E-04
 oid:_855_fair           1.192677E-04  1.097625E-07 -5.340599E-05  7.233165E-04 -1.841672E-04 -1.026974E-04
 oid:_858_best          -6.678284E-03  5.861954E-04  3.485994E-03 -1.981497E-03 -3.218021E-04 -1.938821E-03
 oid:_860_best           8.491992E-04 -3.319859E-05  1.408337E-04  2.633287E-04  4.480049E-04  3.452689E-04
 oid:_905_best          -9.323455E-02  3.042517E-02 -5.960175E-02 -6.396766E-02 -4.266867E-02 -9.784218E-02
 oid:_906_fair          -4.518306E-03  9.198958E-04 -2.626611E-03 -2.521604E-04 -2.940164E-03 -4.694875E-03
 oid:_907_best          -1.640696E-02  5.191302E-02 -0.107627      8.591730E-02 -3.017001E-02 -0.206120    
 oid:_908_best          -8.727778E-03  2.049445E-02 -7.016133E-02 -3.175393E-02 -3.684683E-03 -9.396154E-02
 oid:_909_best           2.405845E-02  8.573609E-03 -1.705083E-02  2.909308E-02  5.998657E-03 -2.781749E-02
 oid:_910_best           5.830602E-03  3.888180E-02 -0.141923     -9.665022E-02  1.273669E-02 -0.170869    
 oid:_911_best          -6.573630E-02 -5.413354E-02  0.195855      0.123114     -4.952180E-02  0.224422    
 oid:_912_best          -6.427076E-02 -4.649638E-02  0.162248      9.874936E-02 -4.819782E-02  0.189186    
 oid:_913_best          -0.256795     -3.966626E-02  6.080240E-02 -0.220455     -9.449816E-02  8.937785E-02
 oid:_914_best          -6.867688E-02 -1.400731E-02  2.578315E-02 -8.611387E-02 -1.399530E-02  3.772822E-02
 oid:_916_best          -7.503190E-02 -2.589259E-02  8.154618E-02  2.064323E-02 -4.613377E-02  9.812498E-02
 oid:_920_best          -8.773177E-03 -3.810512E-03  1.321917E-02  4.509825E-03 -5.747775E-03  1.569418E-02
 oid:_921_best          -7.627583E-03 -6.514287E-03  1.212152E-02  7.226022E-03 -1.058196E-02  2.386550E-02
 oid:_922_best           7.247487E-02  2.274103E-02 -5.225928E-02 -1.400710E-02  5.369515E-02 -7.665187E-02
 oid:_923_best           7.671107E-03  3.071818E-03 -8.513608E-03 -5.861284E-03  6.345059E-03 -1.085938E-02
 oid:_924_best           1.665134E-02  3.157800E-03 -9.115069E-03 -2.703002E-04  9.631720E-03 -9.900553E-03
 oid:_930_best          -1.021536E-02  2.073270E-02 -1.346271E-02  3.917477E-02  7.154396E-03 -8.282827E-02
 oid:_931_best          -4.152108E-02 -2.529541E-02  5.709921E-02  2.439650E-02 -3.987523E-02  9.340873E-02
 oid:_932_best          -9.269410E-02 -2.298387E-02  1.087132E-02 -0.100555     -4.540386E-02  5.465066E-02
 oid:_933_best           1.109859E-02  5.226993E-03 -1.139624E-02 -4.272931E-03  9.652454E-03 -1.855876E-02
 oid:_934_best          -0.293777     -5.302612E-02  0.205750      5.968410E-02 -0.154832      0.174703    
 oid:_935_best          -9.176721E-02 -2.592002E-02  4.658611E-02 -1.148828E-03 -5.015670E-02  4.699955E-02
 oid:_936_best           6.494866E-02  4.457183E-03 -1.534375E-02  3.497777E-02  2.543695E-02 -9.640249E-03
 oid:_937_best           1.265683E-02  1.279530E-02 -8.909798E-03  3.038693E-02  9.513704E-03 -4.008524E-02
 oid:_945_best          -3.888920E-02 -1.389510E-02 -2.974327E-02  3.297621E-02 -7.678763E-02  2.662708E-02
 oid:_946_best           1.281335E-03  3.274326E-03  1.676841E-03 -2.031264E-02  1.475918E-02 -9.689183E-03
 oid:_947_best           5.010772E-03  1.255679E-03  5.931365E-02  2.965848E-02  3.870548E-02  8.525497E-04
 oid:_948_best          -2.841706E-02  2.277721E-03  1.900990E-02 -6.397799E-03 -8.740732E-04 -5.432133E-03
 oid:_949_best           3.783957E-02 -5.317698E-03 -1.881034E-02  1.346983E-02 -1.476305E-03  1.761567E-02
 oid:_950_best          -7.694054E-03  7.383190E-04  2.486227E-03 -2.486870E-03 -1.119714E-03 -3.025482E-03
 oid:_951_best          -2.923272E-02  6.894688E-03 -2.429908E-03 -6.218709E-02  1.579805E-02 -2.996396E-02
 oid:_954_best          -0.288657      2.417217E-02  7.671901E-02 -9.128903E-02 -5.784848E-02 -0.108994    
 oid:_955_best          -3.540803E-02  2.976987E-03  9.345479E-03 -1.126420E-02 -7.061631E-03 -1.344946E-02
 oid:_956_best           7.108822E-03 -8.137423E-04 -2.696461E-03  2.464835E-03  4.929951E-04  3.074935E-03
 oid:_957_best          -6.474907E-02  4.738505E-03  1.779394E-02 -1.964859E-02 -1.399875E-02 -2.205995E-02
 oid:_958_best          -2.518580E-02  4.495446E-03  2.920955E-02 -8.451969E-03  1.223376E-02 -8.214144E-03
 oid:_960_best           6.518866E-02 -7.416556E-03 -1.507772E-02  6.727696E-02 -7.478666E-03  3.277709E-02
 oid:_961_best          -2.473070E-02  3.498745E-03  2.098619E-02 -1.011950E-02  9.469119E-03 -1.297254E-02
 oid:_962_best           9.993678E-03 -4.513968E-03 -4.927489E-02  4.131866E-02 -4.836015E-02  1.065994E-03
 oid:_963_best          -2.827579E-02  7.524816E-03 -0.107502      4.496296E-02 -9.128238E-02 -6.470935E-02
 oid:_964_best           7.386857E-02  1.068142E-03 -7.126205E-02  6.427979E-02 -2.962211E-02  1.861363E-03
 oid:_967_best          -9.432682E-04 -1.047451E-03 -9.683039E-03  1.160686E-04 -8.077355E-03 -6.537558E-04
 oid:_968_fair           4.273059E-05 -1.182036E-05  4.380644E-05  7.726274E-05  7.860504E-06  5.634238E-05
 oid:_970_best          -5.611583E-03  7.998874E-04 -2.489293E-02 -3.115510E-02 -7.154072E-03 -9.376894E-03
 oid:_971_fair          -2.009455E-04  1.462471E-04 -2.562468E-04 -4.583607E-04 -2.447773E-05 -3.145112E-04
 oid:_973_poor           1.068397E-05 -2.952844E-06  1.310473E-05  3.500977E-05 -1.635770E-06  1.256526E-05
 oid:_974_best          -7.349634E-02  2.224617E-02 -8.656883E-02 -7.221210E-02 -4.371560E-02 -0.102430    
 oid:_976_best           1.767126E-02 -4.237720E-02  1.647484E-02  5.228511E-02 -4.780002E-03  2.759831E-02
 oid:_977_best          -5.267155E-03  1.459069E-03 -2.717528E-03  8.483655E-03 -6.029221E-03 -6.570282E-03
 oid:_978_fair          -1.021353E-02  1.044032E-02 -1.616908E-02 -9.496201E-03 -8.752313E-03 -1.753936E-02
 oid:_994_best          -7.978226E-02 -1.109881E-02  2.864689E-02 -1.930952E-02 -1.940454E-02 -1.320330E-02
 oid:_1000_best          0.153580     -5.772311E-02  0.226120      0.130084      0.178398      0.131520    
 oid:_1002_best          2.266175E-02  8.097741E-04  1.486726E-02 -1.157628E-02  2.929622E-02  6.423427E-03
 oid:_1004_best         -3.839428E-02 -9.329963E-03 -2.529875E-02  2.502555E-02 -6.366386E-02  1.376503E-02
 oid:_1005_fair          7.637699E-05  2.499360E-04  3.027198E-04 -2.657946E-03  1.656679E-03 -6.970453E-04
 oid:_1006_best          9.759446E-03  4.711130E-03  6.138500E-03 -3.320237E-02  2.988640E-02 -1.088043E-02
 oid:_1010_best          6.101017E-03 -1.083455E-03  7.550023E-03  3.433977E-03  5.257388E-03  7.693346E-03
 oid:_1011_best         -8.760487E-03  6.744506E-03 -3.100541E-02 -1.258074E-02 -8.765195E-03 -3.526998E-02
 oid:_1012_best         -1.096369E-02  1.364217E-03 -9.660058E-03 -5.157084E-03 -8.387530E-03 -1.046227E-02
 oid:_1013_best         -5.131832E-02 -1.181189E-03 -2.948619E-02  5.439340E-02 -7.236772E-02 -1.769439E-02
 oid:_1014_best         -3.218056E-02 -1.280406E-02 -2.941630E-02  5.454248E-03 -6.032292E-02  2.270449E-02
 oid:_1015_best         -4.040186E-03 -4.178535E-03 -2.650821E-03 -2.525144E-02 -5.224988E-04  1.078165E-02
 oid:_1016_best          1.089697E-02 -3.379325E-03 -3.911096E-03  0.155206     -6.239707E-02  1.438498E-02
 oid:_1017_best         -8.011596E-02 -3.208498E-02  8.993461E-02  1.502019E-02 -3.426432E-02  8.633747E-02
 oid:_1018_best         -1.407369E-02 -5.228606E-03 -2.101644E-02  1.185727E-03 -3.023173E-02  5.575660E-03
 oid:_1019_fair          3.494848E-04  1.082584E-04  3.966430E-04 -6.473347E-06  6.327453E-04 -1.195941E-04
 oid:_1020_best          7.447204E-03  1.863684E-03  5.680369E-03 -3.822388E-05  1.101849E-02 -2.157049E-03
 oid:_1021_fair          2.490127E-05  3.161972E-06 -4.349657E-05 -1.353583E-05 -2.430648E-06 -1.919904E-05
 oid:_1022_fair          4.297584E-04  1.247886E-04  3.602586E-04 -2.023572E-05  6.897592E-04 -1.668018E-04
 oid:_1023_best          3.605195E-02 -7.616595E-03  7.051000E-03  6.173769E-02  9.437131E-03 -1.900656E-03
 oid:_1024_best          6.126734E-03 -1.596489E-02  3.329072E-02  4.063575E-02 -8.989912E-03  4.988084E-02
 oid:_1026_poor         -1.158914E-04  3.999644E-05 -1.077580E-04 -7.352502E-05 -6.132479E-05 -1.633267E-04
