obsval,obsnme,obgnme
17.081364,i001pr16c17_19700102,i001pr16c17
17.04977,i001pr16c17_19750101,i001pr16c17
17.040236,i001pr16c17_19750102,i001pr16c17
45.0,i001pr16c18_19700101,i001pr16c18
17.207872,i001pr16c18_19700102,i001pr16c18
17.15615,i001pr16c18_19750101,i001pr16c18
17.13234,i001pr16c18_19750102,i001pr16c18
45.0,i001pr17c01_19700101,i001pr17c01
25.662693,i001pr17c01_19700102,i001pr17c01
25.549364,i001pr17c01_19750101,i001pr17c01
24.55896,i001pr17c01_19750102,i001pr17c01
45.0,i001pr17c02_19700101,i001pr17c02
25.636023,i001pr17c02_19700102,i001pr17c02
25.52256,i001pr17c02_19750101,i001pr17c02
24.532553,i001pr17c02_19750102,i001pr17c02
-9999999.0,i001pr17c03_19700101,i001pr17c03
-9999999.0,i001pr17c03_19700102,i001pr17c03
-9999999.0,i001pr17c03_19750101,i001pr17c03
-9999999.0,i001pr17c03_19750102,i001pr17c03
45.0,i001pr17c08_19700101,i001pr17c08
17.648848,i001pr17c08_19700102,i001pr17c08
17.551487,i001pr17c08_19750101,i001pr17c08
17.347927,i001pr17c08_19750102,i001pr17c08
45.0,i001pr17c09_19700101,i001pr17c09
17.510843,i001pr17c09_19700102,i001pr17c09
17.417507,i001pr17c09_19750101,i001pr17c09
17.230661,i001pr17c09_19750102,i001pr17c09
45.0,i001pr17c10_19700101,i001pr17c10
17.320152,i001pr17c10_19700102,i001pr17c10
17.234882,i001pr17c10_19750101,i001pr17c10
17.073895,i001pr17c10_19750102,i001pr17c10
45.0,i001pr17c11_19700101,i001pr17c11
17.075438,i001pr17c11_19700102,i001pr17c11
17.00444,i001pr17c11_19750101,i001pr17c11
16.8792,i001pr17c11_19750102,i001pr17c11
45.0,i001pr17c12_19700101,i001pr17c12
16.757593,i001pr17c12_19700102,i001pr17c12
16.713896,i001pr17c12_19750101,i001pr17c12
16.641487,i001pr17c12_19750102,i001pr17c12
45.0,i001pr17c13_19700101,i001pr17c13
16.388458,i001pr17c13_19700102,i001pr17c13
16.403193,i001pr17c13_19750101,i001pr17c13
16.414509,i001pr17c13_19750102,i001pr17c13
45.0,i001pr17c14_19700101,i001pr17c14
15.948156,i001pr17c14_19700102,i001pr17c14
16.126936,i001pr17c14_19750101,i001pr17c14
16.305292,i001pr17c14_19750102,i001pr17c14
45.0,i001pr17c15_19700101,i001pr17c15
16.414322,i001pr17c15_19700102,i001pr17c15
16.445312,i001pr17c15_19750101,i001pr17c15
16.53085,i001pr17c15_19750102,i001pr17c15
45.0,i001pr17c16_19700101,i001pr17c16
16.688784,i001pr17c16_19700102,i001pr17c16
16.666933,i001pr17c16_19750101,i001pr17c16
16.710054,i001pr17c16_19750102,i001pr17c16
45.0,i001pr17c17_19700101,i001pr17c17
16.886614,i001pr17c17_19700102,i001pr17c17
16.838844,i001pr17c17_19750101,i001pr17c17
16.852516,i001pr17c17_19750102,i001pr17c17
45.0,i001pr17c18_19700101,i001pr17c18
17.015814,i001pr17c18_19700102,i001pr17c18
16.954235,i001pr17c18_19750101,i001pr17c18
16.948282,i001pr17c18_19750102,i001pr17c18
45.0,i001pr18c01_19700101,i001pr18c01
25.292164,i001pr18c01_19700102,i001pr18c01
25.178844,i001pr18c01_19750101,i001pr18c01
24.203043,i001pr18c01_19750102,i001pr18c01
45.0,i001pr18c02_19700101,i001pr18c02
25.259666,i001pr18c02_19700102,i001pr18c02
25.1462,i001pr18c02_19750101,i001pr18c02
24.17119,i001pr18c02_19750102,i001pr18c02
-9999999.0,i001pr18c03_19700101,i001pr18c03
-9999999.0,i001pr18c03_19700102,i001pr18c03
-9999999.0,i001pr18c03_19750101,i001pr18c03
-9999999.0,i001pr18c03_19750102,i001pr18c03
45.0,i001pr18c08_19700101,i001pr18c08
17.522408,i001pr18c08_19700102,i001pr18c08
17.41789,i001pr18c08_19750101,i001pr18c08
17.197277,i001pr18c08_19750102,i001pr18c08
45.0,i001pr18c09_19700101,i001pr18c09
17.373055,i001pr18c09_19700102,i001pr18c09
17.27001,i001pr18c09_19750101,i001pr18c09
17.068068,i001pr18c09_19750102,i001pr18c09
45.0,i001pr18c10_19700101,i001pr18c10
17.15778,i001pr18c10_19700102,i001pr18c10
17.057507,i001pr18c10_19750101,i001pr18c10
16.883862,i001pr18c10_19750102,i001pr18c10
45.0,i001pr18c11_19700101,i001pr18c11
16.87474,i001pr18c11_19700102,i001pr18c11
16.77732,i001pr18c11_19750101,i001pr18c11
16.639547,i001pr18c11_19750102,i001pr18c11
45.0,i001pr18c12_19700101,i001pr18c12
16.497797,i001pr18c12_19700102,i001pr18c12
16.403782,i001pr18c12_19750101,i001pr18c12
16.312963,i001pr18c12_19750102,i001pr18c12
45.0,i001pr18c13_19700101,i001pr18c13
16.080303,i001pr18c13_19700102,i001pr18c13
16.000444,i001pr18c13_19750101,i001pr18c13
15.971045,i001pr18c13_19750102,i001pr18c13
45.0,i001pr18c14_19700101,i001pr18c14
16.068459,i001pr18c14_19700102,i001pr18c14
16.088442,i001pr18c14_19750101,i001pr18c14
16.152376,i001pr18c14_19750102,i001pr18c14
45.0,i001pr18c15_19700101,i001pr18c15
16.311676,i001pr18c15_19700102,i001pr18c15
16.26204,i001pr18c15_19750101,i001pr18c15
16.360645,i001pr18c15_19750102,i001pr18c15
45.0,i001pr18c16_19700101,i001pr18c16
16.530403,i001pr18c16_19700102,i001pr18c16
16.465542,i001pr18c16_19750101,i001pr18c16
16.529657,i001pr18c16_19750102,i001pr18c16
45.0,i001pr18c17_19700101,i001pr18c17
16.708632,i001pr18c17_19700102,i001pr18c17
16.637665,i001pr18c17_19750101,i001pr18c17
16.66766,i001pr18c17_19750102,i001pr18c17
45.0,i001pr18c18_19700101,i001pr18c18
16.832008,i001pr18c18_19700102,i001pr18c18
16.75725,i001pr18c18_19750101,i001pr18c18
16.76406,i001pr18c18_19750102,i001pr18c18
45.0,i001pr19c01_19700101,i001pr19c01
24.858265,i001pr19c01_19700102,i001pr19c01
24.744905,i001pr19c01_19750101,i001pr19c01
23.78829,i001pr19c01_19750102,i001pr19c01
45.0,i001pr19c02_19700101,i001pr19c02
24.830557,i001pr19c02_19700102,i001pr19c02
24.717152,i001pr19c02_19750101,i001pr19c02
23.762344,i001pr19c02_19750102,i001pr19c02
-9999999.0,i001pr19c03_19700101,i001pr19c03
-9999999.0,i001pr19c03_19700102,i001pr19c03
-9999999.0,i001pr19c03_19750101,i001pr19c03
-9999999.0,i001pr19c03_19750102,i001pr19c03
45.0,i001pr19c08_19700101,i001pr19c08
17.46769,i001pr19c08_19700102,i001pr19c08
17.355303,i001pr19c08_19750101,i001pr19c08
17.107618,i001pr19c08_19750102,i001pr19c08
45.0,i001pr19c09_19700101,i001pr19c09
17.288382,i001pr19c09_19700102,i001pr19c09
17.175423,i001pr19c09_19750101,i001pr19c09
16.951567,i001pr19c09_19750102,i001pr19c09
45.0,i001pr19c10_19700101,i001pr19c10
17.043976,i001pr19c10_19700102,i001pr19c10
16.92928,i001pr19c10_19750101,i001pr19c10
16.737703,i001pr19c10_19750102,i001pr19c10
45.0,i001pr19c11_19700101,i001pr19c11
16.709297,i001pr19c11_19700102,i001pr19c11
16.585703,i001pr19c11_19750101,i001pr19c11
16.431425,i001pr19c11_19750102,i001pr19c11
45.0,i001pr19c12_19700101,i001pr19c12
16.197962,i001pr19c12_19700102,i001pr19c12
16.041967,i001pr19c12_19750101,i001pr19c12
15.926708,i001pr19c12_19750102,i001pr19c12
45.0,i001pr19c13_19700101,i001pr19c13
15.267822,i001pr19c13_19700102,i001pr19c13
14.993942,i001pr19c13_19750101,i001pr19c13
14.891356,i001pr19c13_19750102,i001pr19c13
45.0,i001pr19c14_19700101,i001pr19c14
16.038763,i001pr19c14_19700102,i001pr19c14
15.613195,i001pr19c14_19750101,i001pr19c14
16.064688,i001pr19c14_19750102,i001pr19c14
45.0,i001pr19c15_19700101,i001pr19c15
16.1712,i001pr19c15_19700102,i001pr19c15
15.990029,i001pr19c15_19750101,i001pr19c15
16.176262,i001pr19c15_19750102,i001pr19c15
45.0,i001pr19c16_19700101,i001pr19c16
16.356783,i001pr19c16_19700102,i001pr19c16
16.242601,i001pr19c16_19750101,i001pr19c16
16.332478,i001pr19c16_19750102,i001pr19c16
45.0,i001pr19c17_19700101,i001pr19c17
16.523449,i001pr19c17_19700102,i001pr19c17
16.42966,i001pr19c17_19750101,i001pr19c17
16.470818,i001pr19c17_19750102,i001pr19c17
45.0,i001pr19c18_19700101,i001pr19c18
16.64605,i001pr19c18_19700102,i001pr19c18
16.55869,i001pr19c18_19750101,i001pr19c18
16.572178,i001pr19c18_19750102,i001pr19c18
45.0,i001pr20c01_19700101,i001pr20c01
24.377321,i001pr20c01_19700102,i001pr20c01
24.263975,i001pr20c01_19750101,i001pr20c01
23.331497,i001pr20c01_19750102,i001pr20c01
45.0,i001pr20c02_19700101,i001pr20c02
24.316053,i001pr20c02_19700102,i001pr20c02
24.202543,i001pr20c02_19750101,i001pr20c02
23.273302,i001pr20c02_19750102,i001pr20c02
-9999999.0,i001pr20c03_19700101,i001pr20c03
-9999999.0,i001pr20c03_19700102,i001pr20c03
-9999999.0,i001pr20c03_19750101,i001pr20c03
-9999999.0,i001pr20c03_19750102,i001pr20c03
45.0,i001pr20c08_19700101,i001pr20c08
17.50976,i001pr20c08_19700102,i001pr20c08
17.39021,i001pr20c08_19750101,i001pr20c08
17.102674,i001pr20c08_19750102,i001pr20c08
45.0,i001pr20c09_19700101,i001pr20c09
17.28066,i001pr20c09_19700102,i001pr20c09
17.160809,i001pr20c09_19750101,i001pr20c09
16.909033,i001pr20c09_19750102,i001pr20c09
45.0,i001pr20c10_19700101,i001pr20c10
16.995966,i001pr20c10_19700102,i001pr20c10
16.874155,i001pr20c10_19750101,i001pr20c10
16.663551,i001pr20c10_19750102,i001pr20c10
45.0,i001pr20c11_19700101,i001pr20c11
16.6464,i001pr20c11_19700102,i001pr20c11
16.517262,i001pr20c11_19750101,i001pr20c11
16.354927,i001pr20c11_19750102,i001pr20c11
45.0,i001pr20c12_19700101,i001pr20c12
16.20902,i001pr20c12_19700102,i001pr20c12
16.060625,i001pr20c12_19750101,i001pr20c12
15.959308,i001pr20c12_19750102,i001pr20c12
45.0,i001pr20c13_19700101,i001pr20c13
15.718262,i001pr20c13_19700102,i001pr20c13
15.532264,i001pr20c13_19750101,i001pr20c13
15.522115,i001pr20c13_19750102,i001pr20c13
45.0,i001pr20c14_19700101,i001pr20c14
15.5363035,i001pr20c14_19700102,i001pr20c14
15.332108,i001pr20c14_19750101,i001pr20c14
15.525729,i001pr20c14_19750102,i001pr20c14
45.0,i001pr20c15_19700101,i001pr20c15
15.911001,i001pr20c15_19700102,i001pr20c15
15.758046,i001pr20c15_19750101,i001pr20c15
15.889534,i001pr20c15_19750102,i001pr20c15
45.0,i001pr20c16_19700101,i001pr20c16
16.148165,i001pr20c16_19700102,i001pr20c16
16.030443,i001pr20c16_19750101,i001pr20c16
16.10642,i001pr20c16_19750102,i001pr20c16
45.0,i001pr20c17_19700101,i001pr20c17
16.321314,i001pr20c17_19700102,i001pr20c17
16.2203,i001pr20c17_19750101,i001pr20c17
16.257627,i001pr20c17_19750102,i001pr20c17
45.0,i001pr20c18_19700101,i001pr20c18
16.446142,i001pr20c18_19700102,i001pr20c18
16.352306,i001pr20c18_19750101,i001pr20c18
16.364882,i001pr20c18_19750102,i001pr20c18
45.0,i001pr21c01_19700101,i001pr21c01
23.827047,i001pr21c01_19700102,i001pr21c01
23.713472,i001pr21c01_19750101,i001pr21c01
22.809076,i001pr21c01_19750102,i001pr21c01
45.0,i001pr21c02_19700101,i001pr21c02
23.724497,i001pr21c02_19700102,i001pr21c02
23.610783,i001pr21c02_19750101,i001pr21c02
22.713167,i001pr21c02_19750102,i001pr21c02
-9999999.0,i001pr21c03_19700101,i001pr21c03
-9999999.0,i001pr21c03_19700102,i001pr21c03
-9999999.0,i001pr21c03_19750101,i001pr21c03
-9999999.0,i001pr21c03_19750102,i001pr21c03
-9999999.0,i001pr21c06_19700101,i001pr21c06
-9999999.0,i001pr21c06_19700102,i001pr21c06
-9999999.0,i001pr21c06_19750101,i001pr21c06
-9999999.0,i001pr21c06_19750102,i001pr21c06
-9999999.0,i001pr21c07_19700101,i001pr21c07
-9999999.0,i001pr21c07_19700102,i001pr21c07
-9999999.0,i001pr21c07_19750101,i001pr21c07
-9999999.0,i001pr21c07_19750102,i001pr21c07
45.0,i001pr21c08_19700101,i001pr21c08
17.698652,i001pr21c08_19700102,i001pr21c08
17.572859,i001pr21c08_19750101,i001pr21c08
17.227865,i001pr21c08_19750102,i001pr21c08
45.0,i001pr21c09_19700101,i001pr21c09
17.334095,i001pr21c09_19700102,i001pr21c09
17.209282,i001pr21c09_19750101,i001pr21c09
16.923471,i001pr21c09_19750102,i001pr21c09
45.0,i001pr21c10_19700101,i001pr21c10
16.9754,i001pr21c10_19700102,i001pr21c10
16.851322,i001pr21c10_19750101,i001pr21c10
16.620686,i001pr21c10_19750102,i001pr21c10
45.0,i001pr21c11_19700101,i001pr21c11
16.615911,i001pr21c11_19700102,i001pr21c11
16.491701,i001pr21c11_19750101,i001pr21c11
16.318169,i001pr21c11_19750102,i001pr21c11
45.0,i001pr21c12_19700101,i001pr21c12
16.200485,i001pr21c12_19700102,i001pr21c12
16.073574,i001pr21c12_19750101,i001pr21c12
15.971231,i001pr21c12_19750102,i001pr21c12
45.0,i001pr21c13_19700101,i001pr21c13
15.770573,i001pr21c13_19700102,i001pr21c13
15.640346,i001pr21c13_19750101,i001pr21c13
15.62789,i001pr21c13_19750102,i001pr21c13
45.0,i001pr21c14_19700101,i001pr21c14
15.415625,i001pr21c14_19700102,i001pr21c14
15.297173,i001pr21c14_19750101,i001pr21c14
15.377988,i001pr21c14_19750102,i001pr21c14
45.0,i001pr21c15_19700101,i001pr21c15
15.712345,i001pr21c15_19700102,i001pr21c15
15.599265,i001pr21c15_19750101,i001pr21c15
15.682487,i001pr21c15_19750102,i001pr21c15
45.0,i001pr21c16_19700101,i001pr21c16
15.948461,i001pr21c16_19700102,i001pr21c16
15.845372,i001pr21c16_19750101,i001pr21c16
15.898803,i001pr21c16_19750102,i001pr21c16
45.0,i001pr21c17_19700101,i001pr21c17
16.121033,i001pr21c17_19700102,i001pr21c17
16.024055,i001pr21c17_19750101,i001pr21c17
16.05008,i001pr21c17_19750102,i001pr21c17
45.0,i001pr21c18_19700101,i001pr21c18
16.242298,i001pr21c18_19700102,i001pr21c18
16.148283,i001pr21c18_19750101,i001pr21c18
16.154976,i001pr21c18_19750102,i001pr21c18
45.0,i001pr22c01_19700101,i001pr22c01
23.257196,i001pr22c01_19700102,i001pr22c01
23.1434,i001pr22c01_19750101,i001pr22c01
22.270199,i001pr22c01_19750102,i001pr22c01
45.0,i001pr22c02_19700101,i001pr22c02
23.108465,i001pr22c02_19700102,i001pr22c02
22.99468,i001pr22c02_19750101,i001pr22c02
22.13409,i001pr22c02_19750102,i001pr22c02
-9999999.0,i001pr22c03_19700101,i001pr22c03
-9999999.0,i001pr22c03_19700102,i001pr22c03
-9999999.0,i001pr22c03_19750101,i001pr22c03
-9999999.0,i001pr22c03_19750102,i001pr22c03
-9999999.0,i001pr22c04_19700101,i001pr22c04
-9999999.0,i001pr22c04_19700102,i001pr22c04
-9999999.0,i001pr22c04_19750101,i001pr22c04
-9999999.0,i001pr22c04_19750102,i001pr22c04
45.0,i001pr22c06_19700101,i001pr22c06
18.724445,i001pr22c06_19700102,i001pr22c06
18.598059,i001pr22c06_19750101,i001pr22c06
18.096983,i001pr22c06_19750102,i001pr22c06
45.0,i001pr22c07_19700101,i001pr22c07
18.325502,i001pr22c07_19700102,i001pr22c07
18.196238,i001pr22c07_19750101,i001pr22c07
17.743626,i001pr22c07_19750102,i001pr22c07
45.0,i001pr22c08_19700101,i001pr22c08
17.802118,i001pr22c08_19700102,i001pr22c08
17.670511,i001pr22c08_19750101,i001pr22c08
17.290014,i001pr22c08_19750102,i001pr22c08
45.0,i001pr22c09_19700101,i001pr22c09
17.36314,i001pr22c09_19700102,i001pr22c09
17.23233,i001pr22c09_19750101,i001pr22c09
16.917997,i001pr22c09_19750102,i001pr22c09
45.0,i001pr22c10_19700101,i001pr22c10
16.951128,i001pr22c10_19700102,i001pr22c10
16.825314,i001pr22c10_19750101,i001pr22c10
16.57522,i001pr22c10_19750102,i001pr22c10
45.0,i001pr22c11_19700101,i001pr22c11
16.564827,i001pr22c11_19700102,i001pr22c11
16.447199,i001pr22c11_19750101,i001pr22c11
16.26074,i001pr22c11_19750102,i001pr22c11
45.0,i001pr22c12_19700101,i001pr22c12
16.140188,i001pr22c12_19700102,i001pr22c12
16.034355,i001pr22c12_19750101,i001pr22c12
15.924719,i001pr22c12_19750102,i001pr22c12
45.0,i001pr22c13_19700101,i001pr22c13
15.682225,i001pr22c13_19700102,i001pr22c13
15.592291,i001pr22c13_19750101,i001pr22c13
15.58694,i001pr22c13_19750102,i001pr22c13
45.0,i001pr22c14_19700101,i001pr22c14
15.181768,i001pr22c14_19700102,i001pr22c14
15.086131,i001pr22c14_19750101,i001pr22c14
15.270252,i001pr22c14_19750102,i001pr22c14
45.0,i001pr22c15_19700101,i001pr22c15
15.506904,i001pr22c15_19700102,i001pr22c15
15.429442,i001pr22c15_19750101,i001pr22c15
15.505728,i001pr22c15_19750102,i001pr22c15
45.0,i001pr22c16_19700101,i001pr22c16
15.747613,i001pr22c16_19700102,i001pr22c16
15.663757,i001pr22c16_19750101,i001pr22c16
15.700743,i001pr22c16_19750102,i001pr22c16
45.0,i001pr22c17_19700101,i001pr22c17
15.924047,i001pr22c17_19700102,i001pr22c17
15.835635,i001pr22c17_19750101,i001pr22c17
15.84941,i001pr22c17_19750102,i001pr22c17
45.0,i001pr22c18_19700101,i001pr22c18
16.046564,i001pr22c18_19700102,i001pr22c18
15.955953,i001pr22c18_19750101,i001pr22c18
15.954326,i001pr22c18_19750102,i001pr22c18
45.0,i001pr23c01_19700101,i001pr23c01
22.71291,i001pr23c01_19700102,i001pr23c01
22.598879,i001pr23c01_19750101,i001pr23c01
21.75667,i001pr23c01_19750102,i001pr23c01
45.0,i001pr23c02_19700101,i001pr23c02
22.509552,i001pr23c02_19700102,i001pr23c02
22.395344,i001pr23c02_19750101,i001pr23c02
21.569647,i001pr23c02_19750102,i001pr23c02
45.0,i001pr23c03_19700101,i001pr23c03
22.146658,i001pr23c03_19700102,i001pr23c03
22.032013,i001pr23c03_19750101,i001pr23c03
21.235186,i001pr23c03_19750102,i001pr23c03
-9999999.0,i001pr23c04_19700101,i001pr23c04
-9999999.0,i001pr23c04_19700102,i001pr23c04
-9999999.0,i001pr23c04_19750101,i001pr23c04
-9999999.0,i001pr23c04_19750102,i001pr23c04
-9999999.0,i001pr23c05_19700101,i001pr23c05
-9999999.0,i001pr23c05_19700102,i001pr23c05
-9999999.0,i001pr23c05_19750101,i001pr23c05
-9999999.0,i001pr23c05_19750102,i001pr23c05
45.0,i001pr23c06_19700101,i001pr23c06
19.14189,i001pr23c06_19700102,i001pr23c06
19.012522,i001pr23c06_19750101,i001pr23c06
18.4501,i001pr23c06_19750102,i001pr23c06
45.0,i001pr23c07_19700101,i001pr23c07
18.47707,i001pr23c07_19700102,i001pr23c07
18.342037,i001pr23c07_19750101,i001pr23c07
17.853645,i001pr23c07_19750102,i001pr23c07
45.0,i001pr23c08_19700101,i001pr23c08
17.89742,i001pr23c08_19700102,i001pr23c08
17.757547,i001pr23c08_19750101,i001pr23c08
17.345716,i001pr23c08_19750102,i001pr23c08
45.0,i001pr23c09_19700101,i001pr23c09
17.346767,i001pr23c09_19700102,i001pr23c09
17.204126,i001pr23c09_19750101,i001pr23c09
16.868544,i001pr23c09_19750102,i001pr23c09
45.0,i001pr23c10_19700101,i001pr23c10
16.900307,i001pr23c10_19700102,i001pr23c10
16.768808,i001pr23c10_19750101,i001pr23c10
16.501509,i001pr23c10_19750102,i001pr23c10
45.0,i001pr23c11_19700101,i001pr23c11
16.485962,i001pr23c11_19700102,i001pr23c11
16.371382,i001pr23c11_19750101,i001pr23c11
16.169579,i001pr23c11_19750102,i001pr23c11
45.0,i001pr23c12_19700101,i001pr23c12
16.038622,i001pr23c12_19700102,i001pr23c12
15.9512615,i001pr23c12_19750101,i001pr23c12
15.819799,i001pr23c12_19750102,i001pr23c12
45.0,i001pr23c13_19700101,i001pr23c13
15.556018,i001pr23c13_19700102,i001pr23c13
15.530372,i001pr23c13_19750101,i001pr23c13
15.462796,i001pr23c13_19750102,i001pr23c13
45.0,i001pr23c14_19700101,i001pr23c14
15.030501,i001pr23c14_19700102,i001pr23c14
15.207538,i001pr23c14_19750101,i001pr23c14
15.145959,i001pr23c14_19750102,i001pr23c14
45.0,i001pr23c15_19700101,i001pr23c15
15.315853,i001pr23c15_19700102,i001pr23c15
15.302736,i001pr23c15_19750101,i001pr23c15
15.310987,i001pr23c15_19750102,i001pr23c15
45.0,i001pr23c16_19700101,i001pr23c16
15.5478735,i001pr23c16_19700102,i001pr23c16
15.484225,i001pr23c16_19750101,i001pr23c16
15.495531,i001pr23c16_19750102,i001pr23c16
45.0,i001pr23c17_19700101,i001pr23c17
15.720488,i001pr23c17_19700102,i001pr23c17
15.640456,i001pr23c17_19750101,i001pr23c17
15.640603,i001pr23c17_19750102,i001pr23c17
45.0,i001pr23c18_19700101,i001pr23c18
15.845924,i001pr23c18_19700102,i001pr23c18
15.759348,i001pr23c18_19750101,i001pr23c18
15.748209,i001pr23c18_19750102,i001pr23c18
45.0,i001pr24c01_19700101,i001pr24c01
22.192245,i001pr24c01_19700102,i001pr24c01
22.077795,i001pr24c01_19750101,i001pr24c01
21.264095,i001pr24c01_19750102,i001pr24c01
45.0,i001pr24c02_19700101,i001pr24c02
21.97281,i001pr24c02_19700102,i001pr24c02
21.85804,i001pr24c02_19750101,i001pr24c02
21.062426,i001pr24c02_19750102,i001pr24c02
45.0,i001pr24c03_19700101,i001pr24c03
21.499842,i001pr24c03_19700102,i001pr24c03
21.38274,i001pr24c03_19750101,i001pr24c03
20.615149,i001pr24c03_19750102,i001pr24c03
45.0,i001pr24c04_19700101,i001pr24c04
20.752388,i001pr24c04_19700102,i001pr24c04
20.630592,i001pr24c04_19750101,i001pr24c04
19.908693,i001pr24c04_19750102,i001pr24c04
45.0,i001pr24c05_19700101,i001pr24c05
19.92441,i001pr24c05_19700102,i001pr24c05
19.797392,i001pr24c05_19750101,i001pr24c05
19.140003,i001pr24c05_19750102,i001pr24c05
45.0,i001pr24c06_19700101,i001pr24c06
19.187325,i001pr24c06_19700102,i001pr24c06
19.055063,i001pr24c06_19750101,i001pr24c06
18.472618,i001pr24c06_19750102,i001pr24c06
45.0,i001pr24c07_19700101,i001pr24c07
18.508757,i001pr24c07_19700102,i001pr24c07
18.368038,i001pr24c07_19750101,i001pr24c07
17.861162,i001pr24c07_19750102,i001pr24c07
45.0,i001pr24c08_19700101,i001pr24c08
17.855267,i001pr24c08_19700102,i001pr24c08
17.700953,i001pr24c08_19750101,i001pr24c08
17.274607,i001pr24c08_19750102,i001pr24c08
45.0,i001pr24c09_19700101,i001pr24c09
17.251637,i001pr24c09_19700102,i001pr24c09
17.08378,i001pr24c09_19750101,i001pr24c09
16.740004,i001pr24c09_19750102,i001pr24c09
45.0,i001pr24c10_19700101,i001pr24c10
16.810625,i001pr24c10_19700102,i001pr24c10
16.66633,i001pr24c10_19750101,i001pr24c10
16.388254,i001pr24c10_19750102,i001pr24c10
45.0,i001pr24c11_19700101,i001pr24c11
16.373457,i001pr24c11_19700102,i001pr24c11
16.253023,i001pr24c11_19750101,i001pr24c11
16.042606,i001pr24c11_19750102,i001pr24c11
45.0,i001pr24c12_19700101,i001pr24c12
15.904224,i001pr24c12_19700102,i001pr24c12
15.805682,i001pr24c12_19750101,i001pr24c12
15.66786,i001pr24c12_19750102,i001pr24c12
45.0,i001pr24c13_19700101,i001pr24c13
15.403044,i001pr24c13_19700102,i001pr24c13
15.315511,i001pr24c13_19750101,i001pr24c13
15.247682,i001pr24c13_19750102,i001pr24c13
45.0,i001pr24c14_19700101,i001pr24c14
14.91163,i001pr24c14_19700102,i001pr24c14
14.756711,i001pr24c14_19750101,i001pr24c14
14.719912,i001pr24c14_19750102,i001pr24c14
45.0,i001pr24c15_19700101,i001pr24c15
15.109656,i001pr24c15_19700102,i001pr24c15
15.034637,i001pr24c15_19750101,i001pr24c15
15.041136,i001pr24c15_19750102,i001pr24c15
45.0,i001pr24c16_19700101,i001pr24c16
15.33076,i001pr24c16_19700102,i001pr24c16
15.258625,i001pr24c16_19750101,i001pr24c16
15.26245,i001pr24c16_19750102,i001pr24c16
45.0,i001pr24c17_19700101,i001pr24c17
15.508839,i001pr24c17_19700102,i001pr24c17
15.429834,i001pr24c17_19750101,i001pr24c17
15.421675,i001pr24c17_19750102,i001pr24c17
45.0,i001pr24c18_19700101,i001pr24c18
15.63602,i001pr24c18_19700102,i001pr24c18
15.55168,i001pr24c18_19750101,i001pr24c18
15.532487,i001pr24c18_19750102,i001pr24c18
45.0,i001pr25c01_19700101,i001pr25c01
21.6968,i001pr25c01_19700102,i001pr25c01
21.58167,i001pr25c01_19750101,i001pr25c01
20.792444,i001pr25c01_19750102,i001pr25c01
45.0,i001pr25c02_19700101,i001pr25c02
21.419094,i001pr25c02_19700102,i001pr25c02
21.302582,i001pr25c02_19750101,i001pr25c02
20.530678,i001pr25c02_19750102,i001pr25c02
45.0,i001pr25c03_19700101,i001pr25c03
20.923632,i001pr25c03_19700102,i001pr25c03
20.80385,i001pr25c03_19750101,i001pr25c03
20.058735,i001pr25c03_19750102,i001pr25c03
45.0,i001pr25c04_19700101,i001pr25c04
20.32733,i001pr25c04_19700102,i001pr25c04
20.203722,i001pr25c04_19750101,i001pr25c04
19.50022,i001pr25c04_19750102,i001pr25c04
45.0,i001pr25c05_19700101,i001pr25c05
19.704567,i001pr25c05_19700102,i001pr25c05
19.576694,i001pr25c05_19750101,i001pr25c05
18.92736,i001pr25c05_19750102,i001pr25c05
45.0,i001pr25c06_19700101,i001pr25c06
19.051353,i001pr25c06_19700102,i001pr25c06
18.916988,i001pr25c06_19750101,i001pr25c06
18.332628,i001pr25c06_19750102,i001pr25c06
45.0,i001pr25c07_19700101,i001pr25c07
18.393904,i001pr25c07_19700102,i001pr25c07
18.247776,i001pr25c07_19750101,i001pr25c07
17.736046,i001pr25c07_19750102,i001pr25c07
45.0,i001pr25c08_19700101,i001pr25c08
17.749601,i001pr25c08_19700102,i001pr25c08
17.579649,i001pr25c08_19750101,i001pr25c08
17.147625,i001pr25c08_19750102,i001pr25c08
45.0,i001pr25c09_19700101,i001pr25c09
17.05104,i001pr25c09_19700102,i001pr25c09
16.819824,i001pr25c09_19750101,i001pr25c09
16.48704,i001pr25c09_19750102,i001pr25c09
45.0,i001pr25c10_19700101,i001pr25c10
16.674145,i001pr25c10_19700102,i001pr25c10
16.515175,i001pr25c10_19750101,i001pr25c10
16.233826,i001pr25c10_19750102,i001pr25c10
45.0,i001pr25c11_19700101,i001pr25c11
16.231934,i001pr25c11_19700102,i001pr25c11
16.108236,i001pr25c11_19750101,i001pr25c11
15.89472,i001pr25c11_19750102,i001pr25c11
45.0,i001pr25c12_19700101,i001pr25c12
15.72986,i001pr25c12_19700102,i001pr25c12
15.633535,i001pr25c12_19750101,i001pr25c12
15.503232,i001pr25c12_19750102,i001pr25c12
45.0,i001pr25c13_19700101,i001pr25c13
15.167024,i001pr25c13_19700102,i001pr25c13
15.097315,i001pr25c13_19750101,i001pr25c13
15.078408,i001pr25c13_19750102,i001pr25c13
45.0,i001pr25c14_19700101,i001pr25c14
